year,workstat,prestige,divorce,widowed,educ,reg16,babies,preteen,teens,income,region,attend,happy,owngun,tvhours,vhappy,mothfath16,black,gwbush04,female,blackfemale,gwbush00,occattend,regattend,y94,y96,y98,y00,y02,y04,y06,unem10
1998,working fulltime,46,,,13,middle atlantic,0,0,0,$25000 or more,middle atlantic,lt once a year,very happy,iap,4,1,1,0,,1,0,,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,25,,iap,12,foreign,0,0,0,$15000 - 19999,middle atlantic,sevrl times a yr,pretty happy,iap,2,0,1,0,,0,0,,1,0,0,0,1,0,0,0,0,
1998,keeping house,42,no,iap,12,middle atlantic,0,0,0,$20000 - 24999,middle atlantic,never,pretty happy,iap,,0,1,0,,1,0,,0,0,0,0,1,0,0,0,0,1
1998,retired,47,,,12,middle atlantic,0,0,0,,middle atlantic,never,pretty happy,iap,4,0,1,0,,1,0,,0,0,0,0,1,0,0,0,0,
1998,working fulltime,46,,,12,middle atlantic,0,1,0,$20000 - 24999,middle atlantic,sevrl times a yr,not too happy,,3,0,1,0,,1,0,,1,0,0,0,1,0,0,0,0,1
1998,working parttime,39,,iap,13,middle atlantic,1,1,0,$10000 - 14999,middle atlantic,2-3x a month,pretty happy,,4,0,0,1,,1,1,,1,0,0,0,1,0,0,0,0,1
1998,keeping house,29,,,8,middle atlantic,0,1,0,lt $1000,middle atlantic,once a year,not too happy,iap,4,0,0,1,,1,1,,0,0,0,0,1,0,0,0,0,1
1998,"unempl, laid off",,,,10,middle atlantic,0,0,0,$10000 - 14999,middle atlantic,never,not too happy,iap,10,0,0,1,,0,0,,0,0,0,0,1,0,0,0,0,
1998,"unempl, laid off",42,no,iap,10,middle atlantic,2,2,0,$10000 - 14999,middle atlantic,2-3x a month,very happy,,3,1,1,0,,0,0,,1,0,0,0,1,0,0,0,0,1
1998,keeping house,,,,11,middle atlantic,1,3,0,$7000 to 7999,middle atlantic,never,not too happy,iap,5,0,0,1,,1,1,,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,34,,iap,16,south atlantic,0,0,1,$25000 or more,middle atlantic,every week,very happy,iap,2,1,0,1,,1,1,,0,0,0,0,1,0,0,0,0,
1998,keeping house,36,,iap,11,foreign,0,0,0,$20000 - 24999,middle atlantic,more thn once wk,pretty happy,iap,2,0,0,0,,1,0,,0,1,0,0,1,0,0,0,0,
1998,retired,66,,,17,new england,0,0,0,$10000 - 14999,middle atlantic,never,pretty happy,iap,,0,1,0,,0,0,,0,0,0,0,1,0,0,0,0,0
1998,retired,64,no,,12,middle atlantic,0,0,0,,new england,every week,very happy,,4,1,1,0,,1,0,,0,0,0,0,1,0,0,0,0,0
1998,keeping house,,no,,11,foreign,0,0,0,$15000 - 19999,new england,lt once a year,pretty happy,iap,2,0,1,0,,1,0,,0,0,0,0,1,0,0,0,0,
1998,retired,66,no,iap,16,new england,0,0,0,$25000 or more,new england,lt once a year,very happy,iap,,1,1,0,,0,0,,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,47,no,iap,12,middle atlantic,0,0,0,$25000 or more,new england,every week,not too happy,,2,0,1,0,,1,0,,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,31,,iap,12,new england,0,0,1,$7000 to 7999,new england,never,not too happy,yes,2,0,1,0,,0,0,,0,0,0,0,1,0,0,0,0,0
1998,working parttime,75,no,iap,19,new england,1,0,0,$25000 or more,new england,sevrl times a yr,pretty happy,,2,0,1,0,,1,0,,1,0,0,0,1,0,0,0,0,1
1998,working fulltime,74,yes,iap,16,new england,0,2,0,,new england,once a year,very happy,,1,1,1,0,,0,0,,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,41,,,17,new england,0,0,0,$25000 or more,new england,lt once a year,very happy,iap,1,1,1,0,,1,0,,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,61,no,iap,16,new england,0,0,0,$25000 or more,new england,sevrl times a yr,pretty happy,iap,2,0,0,0,,1,0,,1,0,0,0,1,0,0,0,0,
1998,retired,36,yes,iap,12,e. nor. central,0,0,0,$25000 or more,new england,never,pretty happy,yes,3,0,1,0,,0,0,,0,0,0,0,1,0,0,0,0,
1998,working parttime,34,,,12,new england,0,0,0,$25000 or more,new england,2-3x a month,very happy,iap,,1,0,0,,1,0,,1,0,0,0,1,0,0,0,0,1
1998,working fulltime,39,no,iap,16,middle atlantic,1,0,0,$1000 to 2999,middle atlantic,more thn once wk,pretty happy,,1,0,1,0,,1,0,,0,1,0,0,1,0,0,0,0,1
1998,working fulltime,61,,,16,middle atlantic,0,0,0,$25000 or more,middle atlantic,lt once a year,pretty happy,iap,1,0,1,0,,1,0,,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,,,,15,middle atlantic,0,0,0,$25000 or more,middle atlantic,2-3x a month,pretty happy,,2,0,1,0,,0,0,,1,0,0,0,1,0,0,0,0,0
1998,working fulltime,35,no,,12,foreign,0,0,0,,middle atlantic,never,pretty happy,iap,1,0,0,0,,1,0,,0,0,0,0,1,0,0,0,0,
1998,working parttime,30,,iap,4,middle atlantic,0,2,0,$1000 to 2999,middle atlantic,2-3x a month,not too happy,iap,2,0,1,0,,0,0,,1,0,0,0,1,0,0,0,0,1
1998,working fulltime,46,,iap,14,middle atlantic,1,0,0,$25000 or more,middle atlantic,nrly every week,pretty happy,,2,0,1,0,,1,0,,0,1,0,0,1,0,0,0,0,0
1998,"unempl, laid off",22,,,12,middle atlantic,0,0,0,$10000 - 14999,middle atlantic,2-3x a month,pretty happy,,5,0,0,0,,0,0,,1,0,0,0,1,0,0,0,0,1
1998,working fulltime,66,no,iap,16,middle atlantic,2,0,0,$25000 or more,middle atlantic,sevrl times a yr,pretty happy,iap,,0,0,0,,1,0,,1,0,0,0,1,0,0,0,0,0
1998,working fulltime,51,,,12,middle atlantic,0,0,0,$20000 - 24999,middle atlantic,lt once a year,not too happy,iap,5,0,0,0,,1,0,,0,0,0,0,1,0,0,0,0,1
1998,working fulltime,54,no,iap,12,middle atlantic,0,2,0,$25000 or more,middle atlantic,never,pretty happy,iap,,0,0,0,,0,0,,0,0,0,0,1,0,0,0,0,1
1998,working fulltime,20,yes,iap,7,foreign,0,0,0,$25000 or more,middle atlantic,2-3x a month,very happy,iap,1,1,1,0,,1,0,,1,0,0,0,1,0,0,0,0,1
1998,"unempl, laid off",24,,,12,middle atlantic,0,0,2,$10000 - 14999,middle atlantic,lt once a year,not too happy,iap,5,0,0,1,,0,0,,0,0,0,0,1,0,0,0,0,1
1998,working fulltime,46,,,12,middle atlantic,0,0,1,$25000 or more,middle atlantic,never,pretty happy,,3,0,0,1,,1,1,,0,0,0,0,1,0,0,0,0,1
1998,school,,,,12,middle atlantic,0,0,0,$25000 or more,middle atlantic,lt once a year,pretty happy,yes,8,0,1,1,,0,0,,0,0,0,0,1,0,0,0,0,
1998,working parttime,29,,,12,middle atlantic,0,0,0,$5000 to 5999,middle atlantic,never,pretty happy,iap,,0,1,1,,1,1,,0,0,0,0,1,0,0,0,0,1
1998,working fulltime,44,no,iap,12,e. sou. central,0,0,1,$25000 or more,middle atlantic,every week,pretty happy,,2,0,0,1,,0,0,,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,42,no,iap,14,foreign,0,2,1,$25000 or more,middle atlantic,every week,not too happy,iap,1,0,1,0,,1,0,,0,0,0,0,1,0,0,0,0,
1998,working fulltime,46,,iap,12,middle atlantic,1,0,2,$25000 or more,middle atlantic,nrly every week,pretty happy,iap,2,0,1,1,,1,1,,0,1,0,0,1,0,0,0,0,
1998,working fulltime,47,no,iap,12,south atlantic,1,1,0,$25000 or more,middle atlantic,2-3x a month,pretty happy,iap,3,0,1,1,,1,1,,1,0,0,0,1,0,0,0,0,0
1998,keeping house,29,no,iap,10,middle atlantic,1,0,0,$15000 - 19999,middle atlantic,lt once a year,pretty happy,yes,5,0,0,1,,1,1,,0,0,0,0,1,0,0,0,0,
1998,working fulltime,57,no,iap,14,south atlantic,0,0,0,$25000 or more,middle atlantic,2-3x a month,pretty happy,,3,0,1,1,,1,1,,1,0,0,0,1,0,0,0,0,0
1998,working fulltime,41,,,12,middle atlantic,0,1,0,$25000 or more,middle atlantic,lt once a year,not too happy,iap,3,0,1,1,,1,1,,0,0,0,0,1,0,0,0,0,
1998,working fulltime,47,,,13,middle atlantic,0,0,0,$25000 or more,middle atlantic,never,pretty happy,,0,0,1,0,,0,0,,0,0,0,0,1,0,0,0,0,0
1998,retired,66,no,,12,middle atlantic,0,0,0,$15000 - 19999,middle atlantic,nrly every week,pretty happy,,0,0,1,0,,1,0,,0,1,0,0,1,0,0,0,0,0
1998,working fulltime,68,,iap,17,middle atlantic,0,0,0,$25000 or more,middle atlantic,never,very happy,iap,1,1,1,0,,1,0,,0,0,0,0,1,0,0,0,0,0
1998,school,30,,,14,middle atlantic,0,0,0,lt $1000,middle atlantic,sevrl times a yr,pretty happy,iap,3,0,1,0,,0,0,,1,0,0,0,1,0,0,0,0,
1998,school,44,,iap,15,foreign,0,0,0,$20000 - 24999,middle atlantic,never,pretty happy,iap,,0,1,1,,0,0,,0,0,0,0,1,0,0,0,0,1
1998,keeping house,,no,iap,12,middle atlantic,0,2,1,$25000 or more,middle atlantic,lt once a year,very happy,iap,2,1,0,0,,1,0,,0,0,0,0,1,0,0,0,0,0
1998,working parttime,47,,iap,15,middle atlantic,0,0,0,$25000 or more,middle atlantic,every week,not too happy,iap,,0,1,0,,1,0,,0,0,0,0,1,0,0,0,0,0
1998,keeping house,,no,iap,16,middle atlantic,0,0,0,$25000 or more,middle atlantic,never,pretty happy,iap,3,0,1,0,,1,0,,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,48,no,iap,16,middle atlantic,0,0,0,,middle atlantic,once a year,very happy,,2,1,1,0,,0,0,,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,54,,,16,middle atlantic,0,0,0,$20000 - 24999,middle atlantic,every week,pretty happy,,1,0,1,0,,1,0,,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,50,no,iap,13,middle atlantic,0,0,0,$25000 or more,middle atlantic,every week,very happy,iap,,1,1,0,,0,0,,0,0,0,0,1,0,0,0,0,0
1998,keeping house,29,no,iap,12,middle atlantic,0,0,2,$25000 or more,middle atlantic,never,pretty happy,yes,1,0,1,0,,1,0,,0,0,0,0,1,0,0,0,0,
1998,working fulltime,64,no,iap,14,pacific,0,0,2,$25000 or more,middle atlantic,lt once a year,pretty happy,,0,0,1,0,,0,0,,0,0,0,0,1,0,0,0,0,0
1998,keeping house,60,no,iap,14,middle atlantic,0,0,0,$25000 or more,middle atlantic,every week,very happy,iap,2,1,1,0,,1,0,,0,0,0,0,1,0,0,0,0,
1998,working fulltime,17,,,12,middle atlantic,0,0,1,$25000 or more,middle atlantic,never,pretty happy,,3,0,0,1,,0,0,,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,46,,,16,middle atlantic,0,0,0,$25000 or more,middle atlantic,sevrl times a yr,very happy,iap,10,1,1,0,,1,0,,1,0,0,0,1,0,0,0,0,
1998,working fulltime,64,no,iap,,middle atlantic,0,1,1,$25000 or more,middle atlantic,every week,very happy,iap,2,1,1,0,,0,0,,0,0,0,0,1,0,0,0,0,
1998,temp not working,51,no,iap,12,south atlantic,0,0,0,$25000 or more,middle atlantic,never,very happy,iap,8,1,0,0,,0,0,,0,0,0,0,1,0,0,0,0,
1998,working fulltime,61,no,iap,15,middle atlantic,0,0,0,$25000 or more,middle atlantic,lt once a year,pretty happy,,4,0,1,0,,0,0,,0,0,0,0,1,0,0,0,0,1
1998,working parttime,42,no,iap,12,middle atlantic,0,0,2,$25000 or more,middle atlantic,never,pretty happy,,2,0,1,0,,0,0,,0,0,0,0,1,0,0,0,0,0
1998,retired,23,,iap,12,south atlantic,0,0,0,$15000 - 19999,middle atlantic,sevrl times a yr,pretty happy,,3,0,1,1,,1,1,,1,0,0,0,1,0,0,0,0,0
1998,working fulltime,42,no,iap,12,middle atlantic,0,0,0,,middle atlantic,never,pretty happy,,4,0,0,1,,0,0,,0,0,0,0,1,0,0,0,0,0
1998,other,33,,,12,middle atlantic,0,0,0,lt $1000,middle atlantic,once a month,not too happy,yes,3,0,0,0,,0,0,,1,0,0,0,1,0,0,0,0,
1998,keeping house,46,,,11,middle atlantic,1,0,0,lt $1000,middle atlantic,never,not too happy,iap,4,0,0,1,,1,1,,0,0,0,0,1,0,0,0,0,1
1998,working parttime,32,,,13,middle atlantic,0,0,1,$25000 or more,middle atlantic,sevrl times a yr,pretty happy,iap,,0,1,0,,1,0,,1,0,0,0,1,0,0,0,0,1
1998,working fulltime,42,no,iap,14,middle atlantic,0,0,0,$25000 or more,middle atlantic,nrly every week,very happy,iap,5,1,1,1,,1,1,,0,1,0,0,1,0,0,0,0,0
1998,working fulltime,38,no,iap,12,middle atlantic,0,1,0,$25000 or more,middle atlantic,sevrl times a yr,very happy,iap,4,1,0,1,,0,0,,1,0,0,0,1,0,0,0,0,
1998,working fulltime,34,yes,iap,12,middle atlantic,0,0,0,$25000 or more,middle atlantic,sevrl times a yr,very happy,,4,1,0,0,,1,0,,1,0,0,0,1,0,0,0,0,0
1998,working fulltime,53,,,12,middle atlantic,0,0,0,$25000 or more,middle atlantic,once a year,very happy,iap,2,1,1,0,,0,0,,0,0,0,0,1,0,0,0,0,
1998,retired,47,no,,16,middle atlantic,0,0,0,,middle atlantic,once a year,not too happy,,2,0,1,0,,1,0,,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,21,no,iap,12,foreign,0,0,0,,middle atlantic,never,pretty happy,iap,3,0,1,0,,1,0,,0,0,0,0,1,0,0,0,0,0
1998,keeping house,41,no,iap,12,middle atlantic,0,2,1,$25000 or more,middle atlantic,sevrl times a yr,pretty happy,,1,0,1,0,,1,0,,1,0,0,0,1,0,0,0,0,0
1998,working parttime,42,no,iap,12,pacific,1,1,0,$25000 or more,middle atlantic,once a year,pretty happy,,1,0,1,0,,1,0,,0,0,0,0,1,0,0,0,0,0
1998,keeping house,49,no,iap,13,south atlantic,2,0,0,$25000 or more,middle atlantic,sevrl times a yr,very happy,iap,2,1,1,0,,1,0,,1,0,0,0,1,0,0,0,0,
1998,working fulltime,27,,,16,middle atlantic,0,0,0,$20000 - 24999,middle atlantic,never,pretty happy,,2,0,1,0,,0,0,,0,0,0,0,1,0,0,0,0,1
1998,retired,36,no,iap,12,middle atlantic,0,0,0,$25000 or more,middle atlantic,once a month,pretty happy,iap,,0,0,0,,0,0,,1,0,0,0,1,0,0,0,0,0
1998,retired,43,no,iap,12,middle atlantic,0,0,0,$25000 or more,middle atlantic,every week,very happy,iap,4,1,1,0,,0,0,,0,0,0,0,1,0,0,0,0,
1998,working fulltime,32,no,iap,16,middle atlantic,0,0,0,$25000 or more,middle atlantic,every week,not too happy,iap,0,0,1,0,,0,0,,0,0,0,0,1,0,0,0,0,
1998,working fulltime,49,no,iap,16,middle atlantic,0,0,0,$25000 or more,middle atlantic,sevrl times a yr,very happy,,1,1,1,0,,0,0,,1,0,0,0,1,0,0,0,0,0
1998,working fulltime,49,yes,iap,16,middle atlantic,0,0,0,$25000 or more,middle atlantic,sevrl times a yr,pretty happy,iap,2,0,1,0,,0,0,,1,0,0,0,1,0,0,0,0,
1998,retired,35,no,,12,foreign,0,0,0,$25000 or more,middle atlantic,lt once a year,pretty happy,,3,0,1,0,,0,0,,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,51,,,12,middle atlantic,0,0,0,$25000 or more,middle atlantic,never,pretty happy,,1,0,1,0,,0,0,,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,39,,,15,middle atlantic,0,0,0,$25000 or more,middle atlantic,once a year,pretty happy,iap,3,0,1,0,,0,0,,0,0,0,0,1,0,0,0,0,
1998,working fulltime,74,no,iap,16,foreign,1,0,0,$25000 or more,middle atlantic,never,pretty happy,,1,0,1,0,,1,0,,0,0,0,0,1,0,0,0,0,1
1998,working fulltime,51,no,iap,12,middle atlantic,0,0,0,$25000 or more,middle atlantic,nrly every week,pretty happy,yes,2,0,1,0,,0,0,,0,1,0,0,1,0,0,0,0,
1998,working parttime,66,no,iap,17,foreign,1,1,0,$25000 or more,middle atlantic,every week,pretty happy,,5,0,1,0,,1,0,,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,46,no,iap,16,middle atlantic,0,0,0,$25000 or more,middle atlantic,every week,very happy,iap,,1,1,0,,1,0,,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,71,,iap,16,middle atlantic,0,0,0,$25000 or more,middle atlantic,every week,pretty happy,yes,2,0,1,0,,0,0,,0,0,0,0,1,0,0,0,0,1
1998,working parttime,29,no,iap,12,middle atlantic,0,0,0,$25000 or more,middle atlantic,every week,very happy,iap,2,1,1,0,,1,0,,0,0,0,0,1,0,0,0,0,
1998,working fulltime,53,no,iap,18,middle atlantic,2,0,0,$25000 or more,middle atlantic,2-3x a month,pretty happy,iap,,0,1,0,,0,0,,1,0,0,0,1,0,0,0,0,0
1998,retired,,no,,12,middle atlantic,0,0,0,$25000 or more,middle atlantic,lt once a year,pretty happy,iap,2,0,1,0,,1,0,,0,0,0,0,1,0,0,0,0,
1998,keeping house,36,no,,13,middle atlantic,0,0,0,$25000 or more,middle atlantic,,pretty happy,yes,1,0,1,0,,1,0,,,,0,0,1,0,0,0,0,
1998,keeping house,29,,,10,middle atlantic,1,2,0,$8000 to 9999,middle atlantic,never,very happy,,6,1,1,1,,1,1,,0,0,0,0,1,0,0,0,0,0
1998,working parttime,29,,,12,foreign,1,2,1,$15000 - 19999,middle atlantic,once a month,very happy,,1,1,0,0,,1,0,,1,0,0,0,1,0,0,0,0,0
1998,working parttime,22,,,11,middle atlantic,0,0,1,$1000 to 2999,middle atlantic,nrly every week,pretty happy,iap,1,0,1,1,,0,0,,0,1,0,0,1,0,0,0,0,1
1998,"unempl, laid off",42,,,12,middle atlantic,0,2,0,$1000 to 2999,middle atlantic,once a year,pretty happy,iap,3,0,0,1,,1,1,,0,0,0,0,1,0,0,0,0,
1998,retired,34,no,,8,middle atlantic,0,0,0,$3000 to 3999,middle atlantic,every week,pretty happy,iap,3,0,1,0,,1,0,,0,0,0,0,1,0,0,0,0,
1998,retired,25,no,,10,e. nor. central,0,0,0,$8000 to 9999,middle atlantic,once a year,pretty happy,iap,1,0,0,0,,1,0,,0,0,0,0,1,0,0,0,0,0
1998,keeping house,23,,iap,12,foreign,1,2,0,,middle atlantic,once a year,not too happy,iap,3,0,1,0,,1,0,,0,0,0,0,1,0,0,0,0,
1998,temp not working,30,no,yes,7,foreign,0,0,0,$20000 - 24999,middle atlantic,every week,pretty happy,iap,,0,0,0,,1,0,,0,0,0,0,1,0,0,0,0,1
1998,keeping house,29,no,iap,12,mountain,0,2,1,$25000 or more,w. sou. central,sevrl times a yr,very happy,,4,1,1,1,,1,1,,1,0,0,0,1,0,0,0,0,0
1998,working parttime,19,yes,iap,15,w. sou. central,0,0,0,$25000 or more,w. sou. central,lt once a year,pretty happy,yes,4,0,1,0,,0,0,,0,0,0,0,1,0,0,0,0,
1998,working fulltime,47,no,iap,12,w. sou. central,0,0,0,,w. sou. central,nrly every week,very happy,iap,1,1,1,0,,1,0,,0,1,0,0,1,0,0,0,0,0
1998,retired,46,no,,12,w. nor. central,0,0,0,$25000 or more,w. sou. central,nrly every week,very happy,yes,5,1,1,0,,0,0,,0,1,0,0,1,0,0,0,0,
1998,working fulltime,48,no,iap,12,w. sou. central,0,0,0,$25000 or more,w. sou. central,never,pretty happy,iap,,0,1,1,,1,1,,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,64,no,iap,16,mountain,0,1,1,$25000 or more,w. sou. central,every week,very happy,,0,1,0,0,,1,0,,0,0,0,0,1,0,0,0,0,0
1998,working parttime,52,yes,iap,10,w. sou. central,0,0,0,$25000 or more,w. sou. central,never,very happy,,4,1,1,0,,1,0,,0,0,0,0,1,0,0,0,0,0
1998,retired,32,no,,12,w. sou. central,0,0,0,,w. sou. central,nrly every week,pretty happy,iap,,0,1,0,,1,0,,0,1,0,0,1,0,0,0,0,0
1998,working fulltime,51,,,12,mountain,0,3,0,$15000 - 19999,w. sou. central,lt once a year,not too happy,iap,,0,0,0,,1,0,,0,0,0,0,1,0,0,0,0,0
1998,retired,44,no,iap,10,w. sou. central,0,0,0,$25000 or more,w. sou. central,nrly every week,pretty happy,,6,0,0,0,,1,0,,0,1,0,0,1,0,0,0,0,0
1998,working parttime,28,,,12,w. sou. central,0,1,0,$8000 to 9999,w. sou. central,lt once a year,pretty happy,,2,0,1,0,,1,0,,0,0,0,0,1,0,0,0,0,1
1998,working fulltime,74,,iap,12,w. sou. central,0,0,0,$25000 or more,w. sou. central,once a year,pretty happy,yes,3,0,1,0,,1,0,,0,0,0,0,1,0,0,0,0,
1998,working fulltime,42,,iap,16,w. sou. central,0,0,0,$25000 or more,w. sou. central,lt once a year,pretty happy,iap,5,0,1,0,,0,0,,0,0,0,0,1,0,0,0,0,
1998,working parttime,46,,iap,12,w. sou. central,1,0,0,$10000 - 14999,w. sou. central,never,pretty happy,iap,3,0,0,0,,1,0,,0,0,0,0,1,0,0,0,0,1
1998,retired,46,no,,13,w. sou. central,0,0,0,,w. sou. central,never,pretty happy,iap,2,0,1,0,,1,0,,0,0,0,0,1,0,0,0,0,
1998,keeping house,42,yes,iap,12,w. sou. central,0,1,1,$25000 or more,w. sou. central,never,very happy,yes,8,1,1,0,,1,0,,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,30,,,15,w. sou. central,0,0,0,$8000 to 9999,w. sou. central,never,not too happy,iap,1,0,0,0,,0,0,,0,0,0,0,1,0,0,0,0,
1998,working parttime,28,,,12,w. sou. central,0,0,0,$10000 - 14999,w. sou. central,never,pretty happy,iap,3,0,1,0,,1,0,,0,0,0,0,1,0,0,0,0,
1998,working fulltime,44,,iap,13,w. sou. central,1,0,0,$20000 - 24999,w. sou. central,once a year,pretty happy,yes,3,0,1,0,,1,0,,0,0,0,0,1,0,0,0,0,
1998,keeping house,30,yes,iap,,w. sou. central,0,0,0,$25000 or more,w. sou. central,once a month,pretty happy,,3,0,0,0,,1,0,,1,0,0,0,1,0,0,0,0,1
1998,working fulltime,61,no,iap,17,w. sou. central,0,0,0,$20000 - 24999,w. sou. central,sevrl times a yr,very happy,,1,1,0,0,,0,0,,1,0,0,0,1,0,0,0,0,1
1998,working fulltime,17,no,iap,12,w. nor. central,0,0,3,$25000 or more,w. nor. central,once a year,not too happy,iap,10,0,1,0,,0,0,,0,0,0,0,1,0,0,0,0,1
1998,working fulltime,48,no,iap,17,w. nor. central,1,0,0,$25000 or more,w. nor. central,2-3x a month,very happy,iap,2,1,0,0,,1,0,,1,0,0,0,1,0,0,0,0,
1998,working fulltime,29,,,12,pacific,1,0,0,$15000 - 19999,w. nor. central,never,not too happy,,2,0,0,0,,1,0,,0,0,0,0,1,0,0,0,0,0
1998,other,45,yes,iap,10,w. nor. central,0,2,1,$25000 or more,w. nor. central,never,pretty happy,,2,0,1,0,,0,0,,0,0,0,0,1,0,0,0,0,0
1998,"unempl, laid off",51,no,iap,16,foreign,0,0,0,$25000 or more,w. nor. central,every week,pretty happy,iap,4,0,1,0,,1,0,,0,0,0,0,1,0,0,0,0,1
1998,working fulltime,51,no,iap,13,w. nor. central,2,0,0,$25000 or more,w. nor. central,sevrl times a yr,pretty happy,yes,2,0,1,0,,0,0,,1,0,0,0,1,0,0,0,0,
1998,working fulltime,46,no,iap,12,w. nor. central,0,1,2,$25000 or more,w. nor. central,every week,very happy,yes,1,1,1,0,,1,0,,0,0,0,0,1,0,0,0,0,
1998,working fulltime,42,no,iap,13,w. nor. central,0,0,0,$25000 or more,w. nor. central,2-3x a month,very happy,yes,1,1,1,0,,1,0,,1,0,0,0,1,0,0,0,0,
1998,retired,36,no,iap,12,w. nor. central,0,0,0,$25000 or more,w. nor. central,nrly every week,pretty happy,,5,0,1,0,,0,0,,0,1,0,0,1,0,0,0,0,0
1998,retired,30,no,iap,8,w. nor. central,1,0,0,$10000 - 14999,w. nor. central,never,pretty happy,iap,8,0,1,0,,0,0,,0,0,0,0,1,0,0,0,0,
1998,working fulltime,54,,iap,12,w. nor. central,0,0,0,$25000 or more,w. nor. central,once a year,very happy,,2,1,1,0,,0,0,,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,34,yes,iap,14,w. nor. central,0,0,1,$25000 or more,w. nor. central,never,very happy,iap,3,1,0,0,,0,0,,0,0,0,0,1,0,0,0,0,
1998,working fulltime,33,,iap,12,pacific,0,0,0,$20000 - 24999,w. nor. central,once a year,pretty happy,,4,0,1,1,,1,1,,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,46,,,12,w. nor. central,0,0,0,$20000 - 24999,w. nor. central,lt once a year,pretty happy,iap,,0,1,0,,1,0,,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,27,no,iap,12,mountain,0,0,1,$10000 - 14999,w. nor. central,once a year,pretty happy,,4,0,1,0,,1,0,,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,51,,iap,12,w. nor. central,0,0,0,$25000 or more,w. nor. central,sevrl times a yr,pretty happy,iap,2,0,1,0,,1,0,,1,0,0,0,1,0,0,0,0,
1998,working fulltime,64,no,iap,16,mountain,1,1,0,$25000 or more,mountain,every week,pretty happy,iap,,0,1,0,,0,0,,0,0,0,0,1,0,0,0,0,1
1998,working fulltime,27,no,,12,mountain,3,1,0,$25000 or more,mountain,sevrl times a yr,very happy,iap,3,1,1,0,,1,0,,1,0,0,0,1,0,0,0,0,1
1998,working fulltime,33,no,iap,19,mountain,1,0,0,$25000 or more,mountain,2-3x a month,pretty happy,iap,1,0,1,0,,1,0,,1,0,0,0,1,0,0,0,0,
1998,school,41,yes,,14,e. nor. central,0,0,0,$25000 or more,mountain,every week,not too happy,iap,2,0,1,0,,1,0,,0,0,0,0,1,0,0,0,0,
1998,working fulltime,42,yes,iap,14,mountain,0,0,2,$25000 or more,mountain,once a month,pretty happy,,1,0,0,0,,0,0,,1,0,0,0,1,0,0,0,0,0
1998,working fulltime,34,,iap,17,mountain,0,0,0,$25000 or more,mountain,sevrl times a yr,pretty happy,iap,2,0,1,1,,1,1,,1,0,0,0,1,0,0,0,0,
1998,retired,31,no,,12,mountain,0,0,0,$10000 - 14999,mountain,once a year,pretty happy,,2,0,1,0,,1,0,,0,0,0,0,1,0,0,0,0,0
1998,retired,46,no,iap,12,mountain,0,0,0,$15000 - 19999,mountain,every week,pretty happy,iap,0,0,1,0,,1,0,,0,0,0,0,1,0,0,0,0,
1998,keeping house,36,yes,,11,w. sou. central,0,0,0,$25000 or more,mountain,2-3x a month,not too happy,yes,,0,0,1,,1,1,,1,0,0,0,1,0,0,0,0,1
1998,working parttime,74,no,iap,18,mountain,0,1,2,$25000 or more,mountain,more thn once wk,pretty happy,iap,,0,1,0,,1,0,,0,1,0,0,1,0,0,0,0,1
1998,working fulltime,48,no,,16,mountain,0,0,0,$25000 or more,mountain,every week,very happy,,3,1,1,0,,0,0,,0,0,0,0,1,0,0,0,0,0
1998,working fulltime,53,yes,iap,12,e. nor. central,0,0,2,$25000 or more,mountain,never,pretty happy,yes,2,0,1,0,,1,0,,0,0,0,0,1,0,0,0,0,0
1998,keeping house,46,no,,12,e. nor. central,0,0,0,$25000 or more,mountain,sevrl times a yr,not too happy,,1,0,0,0,,1,0,,1,0,0,0,1,0,0,0,0,0
1998,retired,64,no,iap,19,mountain,0,0,0,$25000 or more,mountain,sevrl times a yr,very happy,iap,4,1,1,0,,1,0,,1,0,0,0,1,0,0,0,0,
1998,working fulltime,62,no,iap,16,mountain,0,0,1,$25000 or more,mountain,sevrl times a yr,very happy,yes,2,1,1,0,,0,0,,1,0,0,0,1,0,0,0,0,
