"kids","morekids","boys2","girls2","boy1st","boy2nd","samesex","multi2nd","age","agefstm","black","hispan","worked","weeks","hours","labinc","faminc","nonmomi","educ","agesq"
2,0,1,0,1,1,1,0,28,23,0,1,1,52,32,10.9261999130249,66.3653106689453,55.4391593933105,7,784
2,0,0,0,1,0,0,0,26,18,0,1,0,0,0,0,54.5890007019043,54.5890007019043,4,676
2,0,1,0,1,1,1,0,30,21,0,1,1,48,40,24.1509799957275,55.6490592956543,31.4980907440186,12,900
3,1,0,0,0,1,0,0,22,17,0,1,0,0,0,0,25.2005805969238,25.2005805969238,12,484
3,1,0,1,0,0,1,0,35,28,0,1,0,0,0,0,29.3989200592041,29.3989200592041,11,1225
3,1,0,0,1,0,0,0,32,21,0,1,1,52,35,22.1567687988281,63.8358383178711,41.6790580749512,12,1024
2,0,0,0,1,0,0,0,29,20,0,1,1,6,40,1.4799200296402,63.8988075256348,62.4189109802246,8,841
3,1,0,0,0,1,0,0,28,20,0,1,0,0,0,0,16.8038806915283,16.8038806915283,10,784
3,1,1,0,1,1,1,0,28,20,0,1,1,44,40,18.4832210540771,49.2465896606445,30.7633800506592,12,784
2,0,0,1,0,0,1,0,34,18,0,1,1,48,40,12.815450668335,45.1532173156738,32.3377685546875,9,1156
2,0,0,0,0,1,0,0,34,21,0,1,1,52,40,21.0022201538086,73.6074981689453,52.605281829834,12,1156
3,1,0,0,0,1,0,0,33,25,0,1,0,0,0,0,71.6972503662109,71.6972503662109,10,1089
2,0,0,0,0,1,0,0,29,22,0,1,0,0,0,0,18.9030513763428,18.9030513763428,9,841
3,1,1,0,1,1,1,0,33,19,0,1,0,0,0,0,26.2501602172852,26.2501602172852,12,1089
2,0,0,0,0,1,0,0,28,22,0,1,1,10,40,2.10966992378235,38.8871917724609,36.7775001525879,9,784
3,1,0,1,0,0,1,0,26,20,0,1,0,0,0,0,23.101390838623,23.101390838623,10,676
3,1,0,0,1,0,0,0,31,23,0,1,1,36,40,5.25843000411987,20.9287490844727,15.6703300476074,10,961
2,0,1,0,1,1,1,0,35,21,0,1,0,0,0,0,25.2110614776611,25.2110614776611,7,1225
3,1,1,0,1,1,1,0,35,21,0,1,1,50,45,15.7543001174927,44.2505569458008,28.4962692260742,12,1225
2,0,0,1,0,0,1,0,25,19,0,1,0,0,0,0,32.1173400878906,32.1173400878906,9,625
3,1,0,0,1,0,0,0,30,18,0,1,1,52,8,12.3956203460693,54.7464408874512,42.3508071899414,11,900
2,0,0,1,0,0,1,0,30,18,0,1,0,0,0,0,84.134880065918,84.134880065918,12,900
4,1,1,0,1,1,1,0,33,19,0,1,0,0,0,0,21.0127201080322,21.0127201080322,12,1089
2,0,0,0,1,0,0,0,35,25,0,1,0,0,0,0,33.5762481689453,33.5762481689453,4,1225
2,0,0,0,0,1,0,0,32,21,0,1,0,0,0,0,25.6728897094727,25.6728897094727,8,1024
2,0,0,0,0,1,0,0,30,19,0,1,1,23,40,5.25843000411987,55.8274993896484,50.5690574645996,12,900
2,0,0,0,1,0,0,0,27,20,0,1,0,0,0,0,21.0022201538086,21.0022201538086,0,729
2,0,0,0,0,1,0,0,30,23,0,1,1,21,35,7.25264024734497,27.7090797424316,20.4564399719238,12,900
2,0,1,0,1,1,1,0,32,22,0,1,0,0,0,0,23.101390838623,23.101390838623,5,1024
3,1,1,0,1,1,1,0,26,17,0,1,0,0,0,0,4.20883989334106,4.20883989334106,9,676
3,1,0,1,0,0,1,0,31,17,0,1,0,0,0,0,10.9261999130249,10.9261999130249,8,961
2,0,0,0,0,1,0,0,30,24,0,1,1,52,40,20.3934707641602,45.5940322875977,25.2005805969238,12,900
2,0,0,0,0,1,0,0,32,28,0,1,1,52,40,35.6964416503906,69.2936859130859,33.5972518920898,12,1024
2,0,0,0,0,1,0,0,31,22,0,1,1,8,35,2.19362998008728,2.19362998008728,0,12,961
2,0,0,0,0,1,0,0,32,22,0,1,1,34,35,7.86140012741089,43.127498626709,35.2660903930664,12,1024
2,0,0,0,1,0,0,0,35,28,0,1,0,0,0,0,2.52950000762939,2.52950000762939,12,1225
2,0,1,0,1,1,1,0,33,25,0,1,0,0,0,0,38.2154426574707,38.2154426574707,7,1089
3,1,0,0,1,0,0,0,24,20,0,1,0,0,0,0,29.3989200592041,29.3989200592041,12,576
3,1,1,0,1,1,1,0,34,24,0,1,1,6,40,0,56.688159942627,56.688159942627,8,1156
2,0,0,0,0,1,0,0,32,25,0,1,0,0,0,0,49.7923774719238,49.7923774719238,8,1024
2,0,1,0,1,1,1,0,23,19,0,1,1,42,50,28.5592498779297,44.8698081970215,16.3105792999268,9,529
2,0,1,0,1,1,1,0,31,24,0,1,1,32,40,15.7543001174927,41.5321273803711,25.7778396606445,16,961
2,0,0,0,1,0,0,0,31,21,0,1,1,47,40,7.35760021209717,51.4822196960449,44.1246299743652,3,961
2,0,1,0,1,1,1,0,28,25,0,1,1,52,35,14.7047004699707,35.7069396972656,21.0022201538086,12,784
2,0,0,1,0,0,1,0,30,20,0,1,0,0,0,0,17.433629989624,17.433629989624,12,900
2,0,1,0,1,1,1,0,29,21,0,1,0,0,0,0,49.4985008239746,49.4985008239746,6,841
2,0,0,0,1,0,0,0,34,21,0,1,1,52,40,25.1585903167725,59.2491607666016,34.0905570983887,9,1156
2,0,0,0,0,1,0,0,30,21,0,1,0,0,0,0,24.0250301361084,24.0250301361084,6,900
2,0,0,0,1,0,0,0,29,20,0,1,1,42,40,13.2352895736694,13.2352895736694,0,12,841
3,1,0,0,1,0,0,0,30,23,0,1,0,0,0,0,21.0022201538086,21.0022201538086,6,900
2,0,0,1,0,0,1,0,35,28,0,1,1,42,40,15.7543001174927,26.2711601257324,10.5168600082397,15,1225
2,0,1,0,1,1,1,0,23,18,0,1,0,0,0,0,71.1724395751953,71.1724395751953,12,529
3,1,0,0,0,1,0,0,32,20,0,1,0,0,0,0,29.3989200592041,29.3989200592041,12,1024
3,1,0,1,0,0,1,0,33,18,0,1,0,0,0,0,29.4828910827637,29.4828910827637,8,1089
4,1,0,1,0,0,1,0,34,20,0,1,0,0,0,0,35.6964416503906,35.6964416503906,11,1156
2,0,0,0,0,1,0,0,33,19,0,1,1,52,40,14.7047004699707,29.4094104766846,14.7047004699707,9,1089
4,1,0,0,0,1,0,0,32,16,1,0,1,52,37,17.7485008239746,55.963939666748,38.2154426574707,9,1024
3,1,0,0,0,1,0,0,26,16,0,1,1,12,40,4.20883989334106,23.1118907928467,18.9030513763428,5,676
2,0,0,1,0,0,1,0,27,21,0,1,0,0,0,0,27.2997493743896,27.2997493743896,6,729
3,1,1,0,1,1,1,0,33,21,0,1,0,0,0,0,33.1984100341797,33.1984100341797,7,1089
2,0,0,0,1,0,0,0,30,25,0,1,0,0,0,0,56.6986618041992,56.6986618041992,12,900
2,0,1,0,1,1,1,0,29,22,0,1,0,0,0,0,54.5994987487793,54.5994987487793,12,841
2,0,1,0,1,1,1,0,32,22,0,1,1,12,40,3.15926003456116,51.2723083496094,48.1130294799805,7,1024
3,1,0,0,1,0,0,0,26,17,0,1,1,52,35,14.2009105682373,56.1948776245117,41.9939422607422,10,676
2,0,0,0,0,1,0,0,30,20,0,1,0,0,0,0,0,0,9,900
2,0,0,1,0,0,1,0,28,21,0,1,1,6,40,0.325369983911514,34.1745300292969,33.8491592407227,12,784
2,0,0,1,0,0,1,0,33,19,0,1,0,0,0,0,17.2656898498535,17.2656898498535,2,1089
2,0,0,0,1,0,0,0,35,23,0,1,1,52,35,12.6055307388306,45.1217193603516,32.5161895751953,4,1225
2,0,0,0,0,1,0,0,34,16,0,1,1,48,40,10.5063600540161,37.8060913085938,27.2997493743896,12,1156
2,0,1,0,1,1,1,0,34,22,0,1,0,0,0,0,21.7264385223389,21.7264385223389,6,1156
2,0,1,0,1,1,1,0,29,19,0,1,1,26,20,4.20883989334106,29.4094104766846,25.2005805969238,12,841
3,1,0,1,0,0,1,0,29,22,0,1,0,0,0,0,94.4732513427734,94.4732513427734,13,841
3,1,1,0,1,1,1,0,32,21,0,1,0,0,0,0,29.3989200592041,29.3989200592041,16,1024
2,0,0,1,0,0,1,0,32,26,1,0,1,45,28,28.1394100189209,60.0048789978027,31.8654499053955,20,1024
3,1,0,0,1,0,0,0,26,20,0,1,0,0,0,0,26.1451988220215,26.1451988220215,6,676
2,0,1,0,1,1,1,0,35,22,0,1,1,52,40,10.086519241333,35.2870903015137,25.2005805969238,6,1225
2,0,0,0,0,1,0,0,33,19,1,0,1,52,40,8.40719032287598,55.6490592956543,47.2418785095215,14,1089
3,1,1,0,1,1,1,0,35,28,1,0,1,23,40,7.25264024734497,18.6616401672363,11.4090099334717,9,1225
2,0,1,0,1,1,1,0,23,17,0,1,0,0,0,0,12.9938802719116,12.9938802719116,9,529
2,0,0,0,1,0,0,0,30,22,0,1,1,52,40,12.1647005081177,25.2740516662598,13.1093397140503,12,900
2,0,0,0,0,1,0,0,30,22,0,1,1,52,40,12.1647005081177,25.2740516662598,13.1093397140503,12,900
2,0,1,0,1,1,1,0,26,20,1,0,1,48,40,15.1245403289795,37.8060913085938,22.6815605163574,12,676
2,0,1,0,1,1,1,0,32,23,0,1,1,14,20,10.5063600540161,26.1451988220215,26.1451988220215,12,1024
2,0,0,0,0,1,0,0,33,22,0,1,1,16,40,4.25081968307495,36.6095581054688,32.3587493896484,12,1089
3,1,0,0,1,0,0,0,29,19,0,1,0,0,0,0,29.3989200592041,29.3989200592041,12,841
2,0,0,0,1,0,0,0,27,17,0,1,1,52,40,14.7047004699707,56.6986618041992,41.9939422607422,12,729
2,0,1,0,1,1,1,0,34,27,0,1,0,0,0,0,18.2943000793457,18.2943000793457,8,1156
2,0,0,0,0,1,0,0,32,25,1,0,1,29,38,10.9681797027588,39.6848793029785,28.7166900634766,12,1024
2,0,1,0,1,1,1,0,30,24,1,0,0,0,0,0,13.6551198959351,13.6551198959351,12,900
2,0,0,1,0,0,1,0,28,16,1,0,1,52,38,27.2997493743896,54.5994987487793,27.2997493743896,12,784
5,1,0,1,0,0,1,0,35,19,1,0,1,9,20,1.24900996685028,37.4282493591309,36.1792488098145,12,1225
4,1,1,0,1,1,1,0,28,18,1,0,0,0,0,0,6.30802011489868,6.30802011489868,9,784
2,0,0,0,0,1,0,0,23,19,1,0,0,0,0,0,39.0655899047852,39.0655899047852,13,529
2,0,0,1,0,0,1,0,24,21,0,1,0,0,0,0,20.1625499725342,20.1625499725342,20,576
2,0,0,1,0,0,1,0,31,24,0,1,0,0,0,0,0,0,12,961
3,1,0,1,0,0,1,0,25,15,0,1,1,48,40,19.1549491882324,57.7377510070801,38.5827827453613,13,625
4,1,1,0,1,1,1,0,33,19,0,1,1,30,35,10.716269493103,32.2433013916016,21.5270195007324,10,1089
3,1,1,0,1,1,1,0,32,17,1,0,0,0,0,0,32.7575912475586,32.7575912475586,10,1024
3,1,0,1,0,0,1,0,25,18,1,0,0,0,0,0,6.30802011489868,6.30802011489868,11,625
2,0,1,0,1,1,1,0,33,24,0,1,1,52,15,5.25843000411987,26.2606601715088,21.0022201538086,12,1089
3,1,0,1,0,0,1,0,35,25,0,1,0,0,0,0,25.2005805969238,25.2005805969238,12,1225
3,1,0,0,1,0,0,0,28,16,1,0,1,52,55,38.2154426574707,44.5234680175781,6.30802011489868,12,784
3,1,0,0,0,1,0,0,34,24,0,1,1,52,40,14.2009105682373,55.1872482299805,40.9863395690918,14,1156
4,1,0,1,0,0,1,0,35,18,1,0,1,52,40,31.4980907440186,90.4743804931641,58.9762496948242,12,1225
3,1,0,0,1,0,0,0,33,19,1,0,1,42,99,13.2352895736694,67.8557510375977,54.6204681396484,11,1089
3,1,0,0,0,1,0,0,23,16,1,0,0,0,0,0,31.4980907440186,31.4980907440186,7,529
2,0,0,0,1,0,0,0,31,21,1,0,1,46,40,15.6703300476074,67.1105651855469,51.4402198791504,12,961
5,1,0,1,0,0,1,0,30,21,1,1,0,0,0,0,12.1437196731567,12.1437196731567,8,900
2,0,1,0,1,1,1,0,23,17,1,0,0,0,0,0,4.10387992858887,4.10387992858887,11,529
3,1,1,0,1,1,1,0,34,21,0,1,0,0,0,0,21.1596603393555,21.1596603393555,0,1156
3,1,0,1,0,0,1,0,31,20,0,1,0,0,0,0,11.3460302352905,11.3460302352905,4,961
2,0,0,1,0,0,1,0,29,20,0,1,1,31,35,8.02933979034424,55.5126304626465,47.4832801818848,10,841
2,0,0,1,0,0,1,0,31,16,1,0,0,0,0,0,22.0518112182617,22.0518112182617,12,961
2,0,1,0,1,1,1,0,33,22,1,0,1,52,35,31.0782508850098,71.5713119506836,40.4930305480957,16,1089
3,1,1,0,1,1,1,0,35,19,0,1,1,52,40,46.192310333252,92.384635925293,46.192310333252,12,1225
4,1,0,1,0,0,1,0,32,18,0,1,0,0,0,0,37.3547821044922,37.3547821044922,14,1024
2,0,0,1,0,0,1,0,27,21,0,1,0,0,0,0,25.2005805969238,25.2005805969238,8,729
3,1,0,0,1,0,0,0,29,19,1,0,1,48,40,14.7047004699707,48.3019676208496,33.5972518920898,12,841
2,0,1,0,1,1,1,0,32,19,1,0,1,52,40,21.0022201538086,43.127498626709,22.1252784729004,12,1024
2,0,0,0,0,1,0,0,26,21,1,0,0,0,0,0,5.62577962875366,5.62577962875366,12,676
2,0,1,0,1,1,1,0,25,20,1,0,1,36,40,7.14768028259277,36.5465888977051,29.3989200592041,12,625
3,1,0,1,0,0,1,0,27,16,0,1,0,0,0,0,16.8038806915283,16.8038806915283,8,729
3,1,1,0,1,1,1,0,29,17,0,1,0,0,0,0,8.61709976196289,8.61709976196289,9,841
3,1,1,0,1,1,1,0,30,20,0,1,0,0,0,0.955119967460632,65.8615646362305,64.9064407348633,12,900
2,0,0,1,0,0,1,0,30,23,0,1,0,0,0,0,23.5841999053955,23.5841999053955,11,900
4,1,0,1,0,0,1,0,33,15,1,0,1,30,40,7.56752014160156,62.1669998168945,54.5994987487793,9,1089
2,0,0,0,0,1,0,0,34,17,1,0,1,22,40,6.01413011550903,40.0941925048828,34.0800590515137,10,1156
6,1,0,0,1,0,0,0,33,18,1,0,0,0,0,0,2.62397003173828,2.62397003173828,11,1089
2,0,0,0,0,1,0,0,33,28,0,1,1,30,8,8.15528964996338,35.003719329834,26.8484191894531,12,1089
2,0,0,1,0,0,1,0,27,21,0,1,1,52,40,12.6055307388306,37.4072494506836,24.8017311096191,12,729
3,1,0,0,0,1,0,0,32,20,1,0,1,52,40,29.3569393157959,69.4721298217773,40.1151924133301,12,1024
4,1,0,1,0,0,1,0,27,18,1,0,0,0,0,0,18.724630355835,18.724630355835,10,729
4,1,0,1,0,0,1,0,32,20,1,0,0,0,0,0,25.2005805969238,25.2005805969238,12,1024
3,1,1,0,1,1,1,0,33,19,0,1,0,0,0,0,10.5063600540161,10.5063600540161,1,1089
3,1,0,1,0,0,1,0,31,22,0,1,0,0,0,0,11.8078393936157,11.8078393936157,11,961
3,1,0,1,0,0,1,0,34,17,0,1,1,52,40,10.5063600540161,50.7895011901855,40.283130645752,5,1156
2,0,0,0,0,1,0,0,24,18,0,1,1,12,35,4.20883989334106,44.103630065918,39.8947830200195,12,576
2,0,0,0,0,1,0,0,29,18,0,1,1,31,40,1.56387996673584,39.9157829284668,38.351879119873,7,841
2,0,0,0,0,1,0,0,33,21,0,1,1,10,40,2.73941993713379,7.99784994125366,5.25843000411987,6,1089
2,0,0,0,0,1,0,0,23,18,1,0,1,52,40,8.40719032287598,29.4094104766846,21.0022201538086,12,529
2,0,0,0,0,1,0,0,31,20,1,0,1,52,40,25.1166095733643,66.2183837890625,41.1018104553223,11,961
2,0,1,0,1,1,1,0,30,21,0,1,0,0,0,0,53.4974403381348,53.4974403381348,12,900
3,1,1,0,1,1,1,0,31,18,0,1,1,7,35,1.33297002315521,46.6016273498535,45.2686614990234,10,961
2,0,0,1,0,0,1,0,33,25,0,1,0,0,0,0,52.5527801513672,52.5527801513672,12,1089
3,1,1,0,1,1,1,0,35,18,1,0,1,52,40,3.2852098941803,12.8259506225586,9.54074001312256,10,1225
2,0,1,0,1,1,1,0,23,21,0,1,1,4,40,3.91495990753174,23.9935512542725,20.0785903930664,11,529
2,0,0,0,1,0,0,0,33,17,1,0,0,0,0,0,28.5172691345215,28.5172691345215,11,1089
3,1,0,0,0,1,0,0,28,21,0,1,1,28,35,11.7658700942993,30.6689205169678,18.9030513763428,4,784
2,0,1,0,1,1,1,0,25,19,0,1,0,0,0,0,31.4246311187744,31.4246311187744,12,625
3,1,0,0,1,0,0,0,27,17,0,1,1,3,4,0.220410004258156,30.5744495391846,30.3540515899658,11,729
2,0,0,0,1,0,0,0,33,20,1,0,1,52,38,15.7543001174927,45.1532173156738,29.3989200592041,12,1089
3,1,0,0,0,1,0,0,32,19,1,0,1,32,40,10.086519241333,17.4231300354004,7.33660984039307,10,1024
3,1,0,0,1,0,0,0,32,19,1,0,0,0,0,0,21.9783401489258,21.9783401489258,11,1024
2,0,0,1,0,0,1,0,26,20,0,1,0,0,0,0,37.59619140625,37.59619140625,9,676
2,0,0,0,0,1,0,0,32,29,0,1,0,0,0,0,30.4484996795654,30.4484996795654,12,1024
2,0,0,1,0,0,1,0,31,23,1,0,1,40,40,10.5063600540161,157.438003540039,146.931625366211,13,961
2,0,0,0,0,1,0,0,31,27,0,1,0,0,0,0,0.703219950199127,0.703219950199127,0,961
3,1,1,0,1,1,1,0,26,16,0,1,0,0,0,0,8.40719032287598,8.40719032287598,10,676
3,1,0,0,1,0,0,0,35,24,0,1,1,47,40,16.8038806915283,44.103630065918,27.2997493743896,0,1225
5,1,0,1,0,0,1,0,33,21,0,1,1,24,37,6.30802011489868,31.5085906982422,25.2005805969238,0,1089
2,0,0,1,0,0,1,0,26,19,0,1,0,0,0,0,8.47016048431396,8.47016048431396,12,676
2,0,0,0,0,1,0,0,35,22,1,0,1,52,35,37.7536277770996,69.356689453125,31.6030502319336,14,1225
3,1,0,0,0,1,0,0,29,16,0,1,0,0,0,0,31.4980907440186,31.4980907440186,9,841
4,1,0,0,1,0,0,0,34,25,0,1,0,0,0,0,24.5498294830322,24.5498294830322,12,1156
2,0,0,0,1,0,0,0,27,20,1,0,0,0,0,0,20.582389831543,20.582389831543,12,729
2,0,0,0,1,0,0,0,32,19,1,0,1,52,70,50.3906593322754,60.8969993591309,10.5063600540161,14,1024
2,0,0,1,0,0,1,0,34,22,1,0,1,52,37,23.101390838623,76.2314376831055,53.1300582885742,12,1156
5,1,0,0,0,1,0,0,32,18,1,0,0,0,0,0,15.4394102096558,15.4394102096558,11,1024
2,0,1,0,1,1,1,0,26,22,0,1,0,0,0,0,2.30909013748169,2.30909013748169,15,676
3,1,0,1,0,0,1,0,33,25,1,0,0,0,0,0,0,0,13,1089
2,0,0,0,1,0,0,0,34,19,0,1,1,52,40,10.5063600540161,35.7069396972656,25.2005805969238,12,1156
2,0,0,0,1,0,0,0,31,23,1,0,0,0,0,0,20.1625499725342,20.1625499725342,16,961
3,1,1,0,1,1,1,0,34,21,1,0,1,52,35,31.4980907440186,85.0374984741211,53.5394096374512,13,1156
2,0,0,0,1,0,0,0,31,25,0,1,1,26,25,4.20883989334106,55.6595573425293,51.4507179260254,11,961
3,1,0,0,1,0,0,0,33,16,1,0,0,0,0,0,18.9030513763428,18.9030513763428,12,1089
3,1,1,0,1,1,1,0,30,23,0,1,0,0,0,0,47.7771911621094,47.7771911621094,12,900
3,1,1,0,1,1,1,0,32,16,0,1,0,0,0,0,40.5350303649902,40.5350303649902,10,1024
4,1,0,1,0,0,1,0,32,16,0,1,0,0,0,0,46.192310333252,46.192310333252,8,1024
2,0,0,0,0,1,0,0,30,23,0,1,0,0,0,0,18.9030513763428,18.9030513763428,13,900
3,1,0,0,1,0,0,0,34,22,0,1,1,48,40,16.8038806915283,42.0044403076172,25.2005805969238,12,1156
3,1,0,0,0,1,0,0,33,24,1,0,0,0,0,0,37.186840057373,37.186840057373,12,1089
3,1,1,0,1,1,1,0,33,23,0,1,0,0,0,0,73.481559753418,73.481559753418,16,1089
2,0,1,0,1,1,1,0,27,19,0,1,0,0,0,0,48.3124694824219,48.3124694824219,12,729
2,0,1,0,1,1,1,0,32,22,1,0,0,0,0,0,69.2936859130859,69.2936859130859,15,1024
2,0,0,0,1,0,0,0,33,26,0,1,1,16,35,6.30802011489868,23.9725513458252,17.664529800415,16,1089
2,0,0,0,0,1,0,0,31,22,1,0,0,0,0,0,20.1625499725342,20.1625499725342,11,961
3,1,0,0,0,1,0,0,29,21,1,0,1,41,38,20.3094997406006,44.0406608581543,23.7311592102051,14,841
2,0,1,0,1,1,1,0,33,22,1,0,1,50,35,16.8038806915283,37.8060913085938,21.0022201538086,12,1089
4,1,0,1,0,0,1,0,34,22,1,0,0,0,0,0,24.4973392486572,24.4973392486572,12,1156
2,0,1,0,1,1,1,0,30,20,1,0,1,52,38,36.0323104858398,76.7877502441406,40.7554397583008,13,900
3,1,0,0,1,0,0,0,33,19,1,0,1,52,40,21.0022201538086,33.6077499389648,12.6055307388306,12,1089
3,1,0,0,0,1,0,0,31,24,1,0,1,52,40,16.8038806915283,50.4011611938477,33.5972518920898,8,961
2,0,0,0,1,0,0,0,35,24,0,1,1,10,40,2.10966992378235,21.0127201080322,18.9030513763428,12,1225
3,1,0,0,0,1,0,0,32,24,1,0,0,0,0,14.7047004699707,36.7565002441406,22.0518112182617,11,1024
2,0,0,1,0,0,1,0,35,20,1,0,0,0,0,0,15.7543001174927,15.7543001174927,11,1225
2,0,0,0,0,1,0,0,33,28,0,1,1,48,45,23.101390838623,58.7978401184082,35.6964416503906,9,1089
2,0,0,0,1,0,0,0,29,25,0,1,0,0,0,0,22.8914813995361,22.8914813995361,12,841
2,0,0,0,1,0,0,0,25,18,1,0,1,28,40,6.30802011489868,42.0044403076172,35.6964416503906,13,625
2,0,0,1,0,0,1,0,30,23,1,0,1,44,28,29.7138004302979,61.1384086608887,31.4246311187744,16,900
2,0,0,1,0,0,1,0,34,21,1,0,1,52,35,35.6964416503906,66.3548812866211,30.6584205627441,16,1156
3,1,0,1,0,0,1,0,35,20,0,1,0,0,0,0,157.438003540039,157.438003540039,12,1225
3,1,0,1,0,0,1,0,23,17,1,0,0,0,0,0,10.5063600540161,10.5063600540161,12,529
3,1,0,0,0,1,0,0,32,19,1,0,1,52,38,16.8038806915283,29.4304103851318,12.626519203186,15,1024
2,0,0,0,1,0,0,0,28,21,1,1,0,0,0,0,18.9030513763428,18.9030513763428,12,784
2,0,0,0,1,0,0,0,34,28,0,1,1,52,40,36.3681602478027,79.5061874389648,43.1380004882812,17,1156
2,0,0,1,0,0,1,0,31,24,0,1,1,52,16,14.7047004699707,66.4808120727539,51.7760887145996,15,961
3,1,1,0,1,1,1,0,30,23,0,1,1,15,40,3.15926003456116,6.31850957870483,3.15926003456116,10,900
3,1,1,0,1,1,1,0,33,19,1,0,0,0,0,0,36.9979095458984,36.9979095458984,12,1089
2,0,0,0,0,1,0,0,24,19,1,0,0,0,0,0,34.4579086303711,34.4579086303711,12,576
4,1,0,0,0,1,0,0,31,20,1,0,1,52,38,2.52950000762939,6.70686006546021,4.17735004425049,13,961
2,0,0,1,0,0,1,0,26,22,1,0,1,8,40,0.703219950199127,28.4228000640869,27.7195796966553,18,676
2,0,1,0,1,1,1,0,32,21,1,0,1,44,40,1.68982994556427,48.9317169189453,47.2418785095215,13,1024
3,1,0,0,1,0,0,0,33,25,1,0,0,0,0,0,12.6055307388306,12.6055307388306,11,1089
2,0,0,1,0,0,1,0,28,19,1,0,0,0,0,0,31.4980907440186,31.4980907440186,12,784
2,0,0,1,0,0,1,0,24,16,0,1,0,0,0,0,21.0022201538086,21.0022201538086,9,576
2,0,1,0,1,1,1,0,35,18,1,0,1,52,30,8.40719032287598,38.4463386535645,30.0391693115234,20,1225
5,1,0,0,1,0,0,0,30,18,0,1,0,0,0,0,19.0604801177979,19.0604801177979,8,900
5,1,0,1,0,0,1,0,34,17,1,0,1,50,40,18.9030513763428,60.2462501525879,41.3432197570801,9,1156
2,0,0,1,0,0,1,0,29,23,0,1,1,30,20,19.5328006744385,57.7587509155273,38.2259407043457,18,841
2,0,0,0,1,0,0,0,29,19,1,0,1,52,38,19.9526405334473,57.7587509155273,37.8060913085938,12,841
4,1,0,0,1,0,0,0,34,17,1,0,1,44,35,36.7460327148438,73.4920654296875,36.7460327148438,14,1156
2,0,0,0,0,1,0,0,35,30,1,0,1,52,35,27.2997493743896,33.3033790588379,6.00362968444824,12,1225
2,0,0,0,0,1,0,0,35,21,1,0,1,16,35,6.72784996032715,50.831470489502,44.103630065918,12,1225
2,0,0,1,0,0,1,0,31,26,1,0,1,52,40,31.4351100921631,96.5304412841797,65.0953369140625,18,961
2,0,0,0,0,1,0,0,35,18,1,0,0,0,0,0,47.5357818603516,47.5357818603516,16,1225
2,0,0,0,1,0,0,0,33,21,1,0,1,24,35,12.1857004165649,89.8760604858398,77.6903839111328,12,1089
3,1,1,0,1,1,1,0,35,18,1,0,1,50,40,18.9030513763428,42.0044403076172,23.101390838623,12,1225
2,0,0,0,0,1,0,0,28,24,1,0,1,44,40,21.8209095001221,51.9230308532715,30.1021404266357,17,784
2,0,0,1,0,0,1,0,35,18,1,0,1,28,40,8.82701969146729,33.450309753418,24.6233005523682,20,1225
2,0,0,0,0,1,0,0,26,21,1,0,1,52,40,21.0022201538086,83.9878845214844,62.9856910705566,13,676
3,1,1,0,1,1,1,0,29,17,1,0,1,15,35,5.36338996887207,42.6551895141602,37.2918090820312,13,841
3,1,0,0,1,0,0,0,25,18,1,0,1,52,39,8.59611034393311,65.0743789672852,56.4782485961914,12,625
2,0,0,0,1,0,0,0,31,21,1,0,1,44,35,15.7543001174927,42.0044403076172,26.2501602172852,13,961
2,0,0,0,1,0,0,0,29,19,1,0,1,50,40,23.101390838623,54.5994987487793,31.4980907440186,14,841
2,0,0,0,0,1,0,0,31,25,1,0,1,40,30,8.40719032287598,67.2050018310547,58.7978401184082,12,961
2,0,1,0,1,1,1,0,28,24,1,0,0,0,0,0,44.1455917358398,44.1455917358398,13,784
3,1,0,1,0,0,1,0,34,19,1,0,1,50,35,12.6055307388306,46.2027816772461,33.5972518920898,13,1156
2,0,1,0,1,1,1,0,28,21,1,0,1,52,40,25.2005805969238,81.8887481689453,56.688159942627,15,784
2,0,0,0,1,0,0,0,31,25,1,0,0,0,0,0,15.7543001174927,15.7543001174927,11,961
2,0,0,0,1,0,0,0,32,28,1,0,1,8,35,3.15926003456116,76.9661865234375,73.8069381713867,16,1024
3,1,0,0,1,0,0,0,30,15,1,0,1,4,40,0.640250027179718,3.69454002380371,3.05430006980896,11,900
5,1,0,0,0,1,0,0,34,18,1,0,1,36,40,12.6055307388306,85.9926300048828,73.3870620727539,12,1156
4,1,0,1,0,0,1,0,35,17,1,0,1,30,30,12.6055307388306,67.1945037841797,54.5890007019043,15,1225
2,0,0,1,0,0,1,0,35,20,1,0,1,52,40,16.8038806915283,27.310230255127,10.5063600540161,12,1225
3,1,1,0,1,1,1,0,30,17,1,0,1,4,6,1.4799200296402,31.7290000915527,30.249080657959,13,900
4,1,0,0,0,1,0,0,35,20,0,1,1,15,38,3.5790901184082,50.7160301208496,47.1369400024414,12,1225
2,0,0,0,1,0,0,0,35,24,1,0,1,46,35,9.66669082641602,36.9664421081543,27.2997493743896,12,1225
2,0,0,0,1,0,0,0,28,24,1,0,1,52,38,19.9526405334473,61.946590423584,41.9939422607422,13,784
2,0,0,0,1,0,0,0,29,21,1,0,1,52,40,18.9030513763428,54.5994987487793,35.6964416503906,12,841
2,0,1,0,1,1,1,0,31,21,1,0,1,40,8,1.87875998020172,44.9327812194824,43.0540313720703,12,961
2,0,0,1,0,0,1,0,31,24,1,0,1,52,40,26.2501602172852,67.4149398803711,41.1647796630859,16,961
