mnthborn,yearborn,age,electric,radio,tv,bicycle,educ,ceb,agefbrth,children,knowmeth,usemeth,monthfm,yearfm,agefm,idlnchld,heduc,agesq,urban,urb_educ,spirit,protest,catholic,frsthalf,educ0,evermarr
6,65,23,0,1,1,0,9,2,18,2,1,1,,,,3,,529,1,9,1,0,0,1,0,0
9,57,30,0,1,0,0,7,2,18,2,1,1,9,74,17,2,0,900,1,7,1,0,0,0,0,1
3,62,26,0,0,0,0,0,0,,0,1,0,,,,6,,676,1,0,1,0,0,1,1,0
10,64,23,0,1,0,1,4,0,,0,1,0,4,88,23,6,0,529,1,4,1,0,0,0,0,1
5,68,20,0,0,0,0,7,0,,0,1,0,,,,6,,400,1,7,1,0,0,1,0,0
4,60,28,0,1,0,0,7,3,22,2,1,1,,,,4,,784,1,7,0,1,0,1,0,0
11,61,26,0,1,0,0,6,2,18,2,1,1,,,,2,,676,1,6,1,0,0,0,0,0
9,56,31,1,1,0,1,11,2,19,2,1,1,,,,2,,961,1,11,0,1,0,0,0,0
3,68,20,0,1,0,1,7,1,19,1,1,0,,,,1,,400,1,7,0,1,0,1,0,0
6,55,33,1,1,1,0,12,2,21,2,1,1,,,,0,,1089,1,12,0,0,1,1,0,0
3,59,29,1,1,1,0,14,1,25,1,1,1,,,,2,,841,1,14,0,0,1,1,0,0
11,55,32,1,1,1,1,14,3,23,3,1,1,,,,2,,1024,1,14,0,0,0,0,0,0
1,55,33,1,1,1,1,10,3,20,3,1,1,,,,4,,1089,1,10,0,0,1,1,0,0
7,70,18,1,1,1,1,7,0,,0,1,0,,,,6,,324,1,7,1,0,0,0,0,0
9,55,32,0,1,0,0,0,4,18,3,1,1,,,,6,,1024,0,0,0,0,1,0,1,0
12,47,40,0,1,0,0,10,3,28,3,1,1,3,72,24,6,0,1600,0,0,0,1,0,0,0,1
10,61,26,0,1,0,0,0,3,17,3,1,1,,,,6,,676,0,0,0,1,0,0,1,0
6,68,20,1,0,0,0,12,1,19,1,1,1,,,,4,,400,0,0,0,1,0,1,0,0
8,73,15,0,1,0,0,8,0,,0,1,0,,,,5,,225,0,0,0,1,0,0,0,0
6,69,19,0,1,0,0,10,1,18,1,1,1,,,,4,,361,0,0,0,1,0,1,0,0
11,59,28,0,1,0,1,0,3,20,3,1,1,10,73,13,8,6,784,0,0,0,1,0,0,1,1
3,44,44,0,0,0,0,0,2,28,2,1,0,,,,4,,1936,0,0,1,0,0,1,1,0
2,59,29,0,1,0,0,7,2,20,2,1,0,,,,4,,841,0,0,0,1,0,1,0,0
12,47,40,0,1,0,0,7,6,22,6,1,0,5,75,27,6,,1600,0,0,0,1,0,0,0,1
2,40,48,0,1,1,0,9,6,20,6,1,1,4,84,44,4,4,2304,0,0,0,1,0,1,0,1
12,52,35,0,0,0,0,6,3,22,3,1,1,,,,6,,1225,0,0,0,0,0,0,0,0
10,71,16,0,1,0,1,7,0,,0,1,0,,,,4,,256,0,0,0,0,0,0,0,0
7,60,28,0,1,0,0,7,1,16,1,1,0,4,78,17,5,9,784,0,0,1,0,0,0,0,1
4,56,32,0,1,0,0,7,5,18,5,1,1,,,,3,,1024,0,0,0,1,0,1,0,0
9,41,46,0,1,0,0,5,3,18,3,1,1,12,59,18,3,,2116,0,0,0,1,0,0,0,1
3,72,16,0,1,0,0,7,0,,0,0,0,,,,2,,256,0,0,0,1,0,1,0,0
6,70,18,0,1,0,0,7,0,,0,1,0,,,,6,,324,0,0,1,0,0,1,0,0
5,60,28,0,1,0,0,7,4,18,4,1,1,5,77,17,6,0,784,0,0,0,1,0,1,0,1
6,67,21,0,1,0,0,10,1,19,1,1,1,,,,6,,441,0,0,0,1,0,1,0,0
7,60,28,0,1,0,1,0,1,19,1,1,0,,,,4,,784,0,0,0,0,0,0,1,0
4,66,22,0,1,0,0,0,2,16,2,1,1,,,,3,,484,0,0,0,0,0,1,1,0
5,68,20,0,1,0,0,0,2,15,2,1,1,,,,0,,400,0,0,0,0,0,1,1,0
8,60,28,0,0,0,0,0,1,10,0,1,0,5,71,10,2,0,784,0,0,0,0,0,0,1,1
4,52,36,0,0,0,0,0,6,17,2,1,1,5,78,26,3,,1296,0,0,0,1,0,1,1,1
10,63,24,0,1,0,0,10,1,15,1,1,1,,,,4,,576,0,0,0,1,0,0,0,0
6,68,20,0,1,0,1,8,1,16,1,1,1,,,,2,,400,0,0,1,0,0,1,0,0
12,72,15,0,0,0,1,7,0,,0,1,0,,,,5,,225,0,0,1,0,0,0,0,0
7,60,28,0,1,0,0,0,4,15,4,1,1,,,,4,,784,0,0,1,0,0,0,1,0
7,63,25,0,1,0,0,7,3,20,2,1,0,7,84,21,4,10,625,0,0,0,1,0,0,0,1
3,61,27,0,1,0,0,7,5,17,5,1,0,10,79,18,6,0,729,0,0,0,1,0,1,0,1
7,72,16,0,1,0,1,6,0,,0,1,0,,,,6,,256,0,0,1,0,0,0,0,0
8,54,34,0,1,0,0,10,5,21,5,1,1,9,83,29,4,,1156,0,0,0,1,0,0,0,1
4,69,19,0,1,0,1,6,2,17,2,1,0,10,85,16,5,7,361,0,0,1,0,0,1,0,1
12,72,15,0,0,0,1,7,0,,0,1,0,,,,6,,225,0,0,1,0,0,0,0,0
11,60,27,0,1,0,0,7,4,17,4,1,0,12,79,19,4,7,729,0,0,0,0,0,0,0,1
7,50,38,0,1,1,0,5,5,20,4,1,1,,,,4,,1444,0,0,1,0,0,0,0,0
6,60,28,0,1,0,1,4,0,,0,1,0,,,,0,,784,0,0,0,0,0,1,0,0
6,68,20,0,0,0,1,7,0,,0,1,0,,,,1,,400,0,0,0,0,0,1,0,0
7,40,48,0,0,0,1,7,8,18,6,1,1,12,67,27,6,,2304,0,0,1,0,0,0,0,1
9,68,19,0,0,0,1,10,1,15,1,1,0,,,,4,,361,0,0,1,0,0,0,0,0
12,62,25,0,0,0,1,0,0,,0,1,0,,,,6,,625,0,0,1,0,0,0,1,0
11,56,31,0,0,0,1,8,3,19,3,1,1,10,78,21,4,,961,0,0,0,0,0,0,0,1
5,63,25,0,0,0,1,7,2,19,2,1,1,,,,4,,625,0,0,0,0,0,1,0,0
4,55,33,0,1,0,1,6,5,22,5,1,1,1,76,20,6,6,1089,0,0,1,0,0,1,0,1
10,64,23,0,1,0,1,10,1,20,1,1,1,,,,4,,529,0,0,0,1,0,0,0,0
5,73,15,0,1,0,1,9,0,,0,1,0,,,,2,,225,0,0,0,1,0,1,0,0
9,62,25,0,1,0,0,10,1,18,0,1,1,,,,6,,625,0,0,0,0,0,0,0,0
9,56,31,0,1,0,1,8,4,19,4,1,1,4,81,24,5,7,961,0,0,1,0,0,0,0,1
10,57,30,0,1,0,0,2,5,17,5,1,1,9,75,17,4,0,900,0,0,1,0,0,0,0,1
11,66,21,0,1,0,1,7,0,,0,1,0,,,,4,,441,0,0,1,0,0,0,0,0
11,58,29,0,1,0,1,6,4,18,4,1,1,7,75,16,4,0,841,0,0,0,1,0,0,0,1
1,68,20,0,0,0,0,8,0,,0,1,0,,,,6,,400,0,0,1,0,0,1,0,0
5,69,19,0,0,0,0,10,0,,0,1,0,,,,4,,361,0,0,1,0,0,1,0,0
10,66,21,0,1,0,0,7,1,19,1,1,0,,,,4,,441,0,0,0,1,0,0,0,0
9,60,27,0,1,0,0,10,2,22,2,1,1,,,,4,,729,0,0,0,0,0,0,0,0
7,63,25,0,1,0,0,10,0,,0,1,0,,,,6,,625,0,0,1,0,0,0,0,0
1,70,18,0,1,0,0,3,1,17,1,1,0,,,,4,,324,0,0,0,1,0,1,0,0
5,45,43,0,1,0,1,0,3,26,3,1,0,1,70,24,6,0,1849,0,0,0,1,0,1,1,1
3,63,25,0,1,0,0,7,3,17,3,1,1,8,79,16,8,7,625,0,0,0,1,0,1,0,1
7,48,40,0,1,0,1,5,2,19,2,0,0,12,71,23,4,2,1600,0,0,0,0,0,0,0,1
3,73,15,0,1,0,1,7,0,,0,1,0,,,,4,,225,0,0,0,0,0,1,0,0
10,57,30,0,1,0,0,10,0,,0,1,0,,,,4,,900,0,0,1,0,0,0,0,0
6,49,39,0,0,0,0,5,6,20,6,1,0,11,68,19,4,0,1521,0,0,0,1,0,1,0,1
3,72,16,0,1,0,1,8,0,,0,1,0,,,,1,,256,0,0,1,0,0,1,0,0
12,59,28,0,1,0,0,4,1,25,1,1,0,8,87,27,6,0,784,0,0,0,1,0,0,0,1
6,63,25,0,1,0,0,7,1,25,1,1,0,9,85,22,4,7,625,0,0,1,0,0,1,0,1
7,59,29,0,1,0,0,7,4,21,3,1,1,,,,4,,841,0,0,0,0,0,0,0,0
3,63,25,0,1,0,0,8,2,22,2,1,0,,,,6,,625,0,0,0,1,0,1,0,0
4,70,18,0,1,0,0,5,0,,0,1,0,,,,6,,324,0,0,1,0,0,1,0,0
4,68,20,0,1,0,0,7,1,19,1,1,0,,,,4,,400,0,0,0,0,0,1,0,0
11,57,30,0,1,0,0,7,3,19,3,1,1,9,76,18,4,7,900,0,0,0,0,0,0,0,1
9,63,24,0,1,0,1,11,0,,0,1,0,,,,4,,576,0,0,0,1,0,0,0,0
8,70,18,0,0,0,0,9,0,,0,1,1,,,,5,,324,0,0,1,0,0,0,0,0
7,39,49,0,1,0,0,4,1,24,1,0,0,12,60,21,4,7,2401,0,0,0,1,0,0,0,1
10,63,24,0,1,0,0,10,0,,0,1,1,,,,2,,576,0,0,0,1,0,0,0,0
6,52,36,0,0,0,0,7,6,18,6,1,1,,,,2,,1296,0,0,1,0,0,1,0,0
9,54,33,0,0,0,0,0,7,15,6,1,1,11,76,22,6,2,1089,0,0,1,0,0,0,1,1
2,71,17,0,0,0,0,7,0,,0,1,0,,,,2,,289,0,0,0,0,0,1,0,0
10,57,30,0,1,0,0,8,1,16,1,1,1,,,,4,,900,0,0,1,0,0,0,0,0
9,69,18,0,1,0,1,7,1,17,1,1,0,,,,4,,324,0,0,1,0,0,0,0,0
9,57,30,0,1,0,0,7,3,18,3,1,1,,,,6,,900,0,0,0,0,0,0,0,0
7,53,35,0,0,0,0,7,0,,0,1,0,4,72,18,6,,1225,0,0,0,0,0,0,0,1
9,47,40,0,0,0,0,8,9,20,7,1,0,10,67,20,,0,1600,0,0,0,1,0,0,0,1
6,58,30,0,1,0,0,2,5,16,5,1,1,3,75,16,4,0,900,0,0,0,1,0,1,0,1
6,47,41,0,0,0,0,7,9,20,9,1,0,9,66,19,4,3,1681,0,0,0,1,0,1,0,1
8,50,38,0,1,0,1,6,6,19,6,1,0,3,67,16,4,0,1444,0,0,0,0,0,0,0,1
8,72,16,0,1,0,0,9,0,,0,1,0,,,,2,,256,0,0,0,0,0,0,0,0
8,65,23,0,1,0,0,9,1,21,1,1,1,,,,6,,529,0,0,0,1,0,0,0,0
1,70,18,0,1,0,0,7,0,,0,1,1,,,,6,,324,0,0,1,0,0,1,0,0
2,53,35,0,1,0,1,7,8,14,6,1,1,1,69,15,4,0,1225,0,0,0,0,0,1,0,1
6,50,38,0,0,0,0,0,5,22,5,1,1,,,,4,,1444,0,0,0,1,0,1,1,0
8,68,20,0,1,0,1,9,1,18,1,1,0,,,,3,,400,0,0,0,0,0,0,0,0
4,60,28,0,0,0,0,0,5,18,5,1,1,12,78,18,3,0,784,0,0,0,0,0,1,1,1
10,67,20,0,0,0,0,0,0,,0,1,0,,,,7,,400,0,0,0,0,0,0,1,0
2,55,33,0,1,0,0,0,1,19,0,1,1,,,,4,,1089,0,0,0,0,0,1,1,0
2,62,26,0,1,0,0,3,4,17,3,1,1,9,77,15,3,0,676,0,0,1,0,0,1,0,1
9,47,40,0,1,0,1,2,10,17,10,1,1,3,64,16,4,0,1600,0,0,0,1,0,0,0,1
4,52,36,0,0,0,0,0,0,,0,0,0,,,,8,,1296,0,0,0,1,0,1,1,0
4,60,28,0,0,0,0,0,3,17,3,1,1,12,77,17,4,7,784,0,0,0,1,0,1,1,1
11,63,24,0,1,0,0,7,3,19,2,1,1,9,85,21,4,0,576,0,0,0,1,0,0,0,1
8,59,29,0,0,0,0,0,4,17,4,1,1,8,76,17,6,0,841,0,0,0,0,0,0,1,1
2,53,35,0,1,0,0,7,5,21,5,1,1,,,,4,,1225,0,0,0,1,0,1,0,0
6,62,26,0,0,0,0,3,4,17,3,1,1,3,83,20,4,0,676,0,0,0,1,0,1,0,1
11,65,22,0,1,0,1,7,0,,0,1,1,8,87,21,4,0,484,0,0,0,1,0,0,0,1
4,63,25,0,1,0,1,10,0,,0,1,1,,,,4,,625,0,0,1,0,0,1,0,0
5,56,32,0,1,0,0,5,5,20,4,1,1,12,74,18,4,0,1024,0,0,0,0,1,1,0,1
6,52,36,0,1,0,0,7,2,27,2,1,1,,,,4,,1296,0,0,0,1,0,1,0,0
6,59,29,0,1,0,0,0,4,17,4,1,1,12,75,16,4,5,841,0,0,1,0,0,1,1,1
9,54,33,0,0,0,0,0,4,17,4,1,1,,,,4,,1089,0,0,0,1,0,0,1,0
8,57,31,0,0,0,0,0,3,16,3,1,1,,,,7,,961,0,0,0,0,0,0,1,0
6,72,16,0,1,0,0,7,1,15,1,1,0,,,,10,,256,0,0,0,1,0,1,0,0
6,45,43,0,0,0,0,1,0,,0,0,0,9,62,17,2,,1849,0,0,0,1,0,1,0,1
12,54,33,0,1,1,0,10,0,,0,1,0,5,75,20,4,0,1089,0,0,0,1,0,0,0,1
8,57,31,0,1,1,0,7,1,24,1,1,1,,,,6,,961,0,0,0,1,0,0,0,0
11,70,17,0,1,0,1,9,0,,0,1,0,,,,5,,289,0,0,0,1,0,0,0,0
5,42,46,0,1,0,0,4,7,16,5,1,0,1,59,16,10,0,2116,0,0,0,1,0,1,0,1
12,68,19,0,1,0,0,10,0,,0,1,0,,,,2,,361,0,0,0,1,0,0,0,0
4,65,23,0,1,0,1,7,2,18,2,1,1,,,,3,,529,0,0,1,0,0,1,0,0
5,59,29,0,1,0,1,0,2,25,2,1,1,,,,4,,841,0,0,0,0,0,1,1,0
6,40,48,0,0,0,0,2,4,18,3,0,0,2,56,15,6,0,2304,0,0,0,0,1,1,0,1
5,64,24,0,0,0,0,6,2,17,2,1,1,6,76,12,10,0,576,0,0,1,0,0,1,0,1
12,59,28,0,1,0,1,7,2,21,2,1,1,,,,4,,784,0,0,0,1,0,0,0,0
7,62,26,0,1,0,1,7,2,17,2,1,1,,,,4,,676,0,0,0,1,0,0,0,0
12,71,16,0,1,0,1,7,0,,0,1,0,,,,4,,256,0,0,1,0,0,0,0,0
7,55,33,0,1,0,0,7,4,22,3,1,1,3,75,19,8,0,1089,0,0,0,1,0,0,0,1
1,64,24,0,1,0,1,7,1,17,1,1,1,,,,4,,576,0,0,0,1,0,1,0,0
1,71,17,0,1,0,1,5,0,,0,1,0,,,,4,,289,0,0,1,0,0,1,0,0
8,62,26,0,1,0,0,6,3,17,3,1,1,8,75,13,4,0,676,0,0,1,0,0,0,0,1
8,64,24,0,1,0,0,7,4,16,4,1,1,6,79,14,6,10,576,0,0,1,0,0,0,0,1
9,67,21,0,1,0,0,10,0,,0,1,0,,,,2,,441,0,0,1,0,0,0,0,0
12,62,25,0,1,0,1,0,3,20,3,1,1,,,,3,,625,0,0,1,0,0,0,1,0
6,43,45,0,1,0,0,3,5,19,5,0,0,4,61,17,4,0,2025,0,0,1,0,0,1,0,1
3,66,22,0,1,0,0,6,1,22,1,1,0,,,,2,,484,0,0,1,0,0,1,0,0
11,49,38,1,0,0,0,5,5,20,5,1,1,3,68,18,6,0,1444,0,0,1,0,0,0,0,1
3,68,20,0,1,0,1,7,0,,0,1,1,,,,5,,400,0,0,0,1,0,1,0,0
12,56,31,0,1,0,0,7,4,18,4,1,1,12,74,18,6,0,961,0,0,0,1,0,0,0,1
6,45,43,0,0,0,0,0,9,23,8,1,0,,,,4,,1849,0,0,1,0,0,1,1,0
9,60,28,0,1,0,0,10,1,20,1,1,1,12,79,19,4,10,784,0,0,0,0,0,0,0,1
7,56,32,0,1,0,0,12,4,18,3,1,1,,,,6,,1024,0,0,0,1,0,0,0,0
5,56,32,0,1,0,0,12,3,17,3,1,1,7,80,24,6,10,1024,0,0,0,1,0,1,0,1
10,57,30,0,1,0,1,7,1,19,1,1,1,,,,4,,900,0,0,0,1,0,0,0,0
5,52,36,0,1,0,0,3,6,17,6,1,1,11,66,14,4,0,1296,0,0,0,1,0,1,0,1
9,61,27,0,1,0,0,0,2,21,2,1,1,12,76,15,10,0,729,0,0,0,1,0,0,1,1
6,54,34,0,1,0,0,0,0,,0,1,1,,,,4,,1156,0,0,0,1,0,1,1,0
10,69,18,0,1,0,0,7,0,,0,1,0,,,,6,,324,0,0,0,1,0,0,0,0
10,67,20,0,0,0,1,8,1,19,1,1,1,,,,4,,400,0,0,0,1,0,0,0,0
1,55,33,0,1,0,1,7,4,18,3,1,1,1,83,28,6,4,1089,0,0,0,1,0,1,0,1
12,57,30,0,1,0,1,7,3,19,3,1,1,3,76,18,4,3,900,0,0,0,1,0,0,0,1
12,59,28,0,1,0,1,0,0,,0,1,0,,,,6,,784,0,0,1,0,0,0,1,0
8,72,16,0,1,0,1,7,1,15,1,1,0,,,,6,,256,0,0,0,1,0,0,0,0
10,69,18,0,1,0,1,10,0,,0,1,0,,,,3,,324,0,0,0,1,0,0,0,0
1,47,41,0,1,0,0,4,8,18,6,1,1,9,68,21,,0,1681,0,0,1,0,0,1,0,1
12,62,25,0,1,0,1,5,3,17,3,1,1,6,79,16,6,0,625,0,0,1,0,0,0,0,1
3,45,43,0,0,0,1,4,9,19,8,1,1,12,62,17,2,0,1849,0,0,1,0,0,1,0,1
6,64,24,0,0,0,1,10,3,16,3,1,1,6,84,20,2,12,576,0,0,0,1,0,1,0,1
6,69,19,0,0,0,1,9,0,,0,1,0,,,,5,,361,0,0,0,1,0,1,0,0
3,69,19,0,0,1,0,7,1,18,1,1,0,,,,3,,361,0,0,0,1,0,1,0,0
1,61,27,0,1,0,0,7,4,16,4,1,1,12,75,14,4,10,729,0,0,0,0,0,1,0,1
1,68,20,0,0,0,0,10,0,,0,1,0,,,,4,,400,0,0,0,1,0,1,0,0
10,60,27,0,0,0,0,3,2,17,2,1,1,,,,4,,729,0,0,1,0,0,0,0,0
6,52,36,0,1,0,1,0,5,20,5,1,1,11,71,19,,5,1296,0,0,1,0,0,1,1,1
12,72,15,0,1,0,1,9,0,,0,1,0,,,,2,,225,0,0,1,0,0,0,0,0
11,55,32,0,1,0,0,5,3,15,3,1,0,12,75,20,4,0,1024,0,0,0,1,0,0,0,1
1,42,46,0,0,0,0,0,12,12,9,1,0,1,57,15,4,0,2116,0,0,0,1,0,1,1,1
3,66,22,0,0,0,0,0,2,19,2,1,0,,,,4,,484,0,0,0,1,0,1,1,0
7,61,27,0,0,0,1,0,4,18,4,1,1,,,,6,,729,0,0,0,1,0,0,1,0
6,52,36,0,1,0,1,2,5,17,4,1,0,1,70,17,,,1296,0,0,0,1,0,1,0,1
6,72,16,0,1,0,1,9,0,,0,1,1,,,,3,,256,0,0,0,1,0,1,0,0
6,44,44,0,0,0,0,4,7,18,7,1,0,1,64,19,,1,1936,0,0,0,0,0,1,0,1
4,71,17,0,0,0,0,7,1,16,1,1,0,,,,1,,289,0,0,0,1,0,1,0,0
11,47,40,0,1,0,1,2,7,22,7,1,0,1,69,21,8,0,1600,0,0,0,1,0,0,0,1
3,72,16,0,1,0,1,9,0,,0,1,1,,,,3,,256,0,0,0,1,0,1,0,0
3,39,49,0,0,0,1,6,0,,0,1,0,10,67,28,3,0,2401,0,0,0,1,0,1,0,1
6,50,38,0,1,0,0,10,3,22,3,1,1,,,,4,,1444,0,0,0,1,0,1,0,0
11,60,27,0,0,0,0,0,4,16,4,1,1,,,,6,,729,0,0,1,0,0,0,1,0
11,60,27,0,1,0,0,10,3,18,2,1,1,1,82,21,4,10,729,0,0,1,0,0,0,0,1
8,56,32,0,0,0,0,0,4,18,4,1,1,9,72,16,6,0,1024,0,0,1,0,0,0,1,1
2,62,26,0,1,0,0,5,3,16,3,1,1,10,80,18,3,0,676,0,0,1,0,0,1,0,1
12,63,24,0,1,0,0,10,3,17,3,1,1,,,,4,,576,0,0,0,1,0,0,0,0
1,47,41,0,1,0,0,0,2,33,2,1,1,,,,4,,1681,0,0,1,0,0,1,1,0
6,67,21,0,1,0,0,7,0,,0,1,0,,,,5,,441,0,0,1,0,0,1,0,0
1,56,32,0,0,0,0,4,1,25,1,1,1,12,74,18,7,0,1024,0,0,1,0,0,1,0,1
9,58,30,0,1,0,1,0,6,12,6,1,0,1,76,17,6,0,900,0,0,0,0,0,0,1,1
8,52,36,0,0,0,1,0,5,22,4,1,0,5,76,23,7,0,1296,0,0,0,1,0,0,1,1
1,72,16,0,0,0,0,0,0,,0,1,0,,,,2,,256,0,0,1,0,0,1,1,0
6,65,23,0,0,0,0,6,0,,0,0,0,,,,10,,529,0,0,0,0,0,1,0,0
6,65,23,0,0,0,0,7,2,16,2,1,0,,,,4,,529,0,0,0,0,0,1,0,0
2,67,21,0,0,0,0,4,1,21,1,1,0,,,,10,,441,0,0,0,0,0,1,0,0
12,69,18,0,0,0,1,9,0,,0,1,0,,,,4,,324,0,0,0,1,0,0,0,0
12,43,44,1,1,1,1,10,4,21,3,1,1,1,64,20,4,13,1936,0,0,0,1,0,0,0,1
9,41,46,0,1,0,0,4,5,20,5,0,0,,,,,,2116,0,0,0,1,0,0,0,0
7,66,22,0,0,0,0,7,1,17,1,1,1,,,,2,,484,0,0,1,0,0,0,0,0
10,45,42,0,0,0,0,0,8,21,7,1,0,,,,5,,1764,0,0,1,0,0,0,1,0
7,46,42,0,1,0,0,0,7,17,5,1,1,7,72,26,10,1,1764,0,0,1,0,0,0,1,1
3,60,28,0,1,0,0,10,3,19,3,1,1,,,,4,,784,0,0,0,0,0,1,0,0
12,65,22,0,1,0,0,10,0,,0,1,1,,,,4,,484,0,0,0,1,0,0,0,0
5,61,27,0,1,0,0,7,4,20,4,1,1,10,78,17,6,4,729,0,0,0,0,1,1,0,1
12,55,32,0,1,0,0,0,2,29,2,1,1,,,,5,,1024,0,0,1,0,0,0,1,0
5,61,27,0,1,0,0,7,4,20,4,1,1,10,78,17,6,4,729,0,0,0,0,1,1,0,1
7,64,24,0,1,0,0,7,1,23,1,1,0,12,85,21,4,7,576,0,0,1,0,0,0,0,1
8,39,49,0,0,0,0,0,3,30,3,1,1,4,67,27,3,0,2401,0,0,0,1,0,0,1,1
11,41,46,0,1,0,0,5,7,19,6,1,0,10,68,26,4,3,2116,0,0,0,1,0,0,0,1
2,66,22,0,1,1,0,0,1,20,1,1,0,,,,2,,484,0,0,0,0,0,1,1,0
8,63,25,0,1,1,0,0,2,17,2,1,0,,,,4,,625,0,0,1,0,0,0,1,0
9,58,30,0,1,0,0,10,3,22,3,1,1,,,,6,,900,0,0,0,1,0,0,0,0
7,66,22,0,1,1,1,10,1,18,1,1,1,3,88,21,2,10,484,0,0,0,1,0,0,0,1
6,69,19,0,1,1,1,12,0,,0,1,1,,,,3,,361,0,0,0,1,0,1,0,0
4,50,38,0,1,0,0,3,9,17,9,1,1,9,67,17,,0,1444,0,0,0,0,1,1,0,1
3,68,20,0,1,0,0,5,2,16,2,1,1,,,,5,,400,0,0,0,0,1,1,0,0
8,70,18,0,1,0,0,7,1,17,1,1,1,7,87,16,6,0,324,0,0,0,0,1,0,0,1
12,72,15,0,1,0,0,7,0,,0,1,0,,,,4,,225,0,0,0,1,0,0,0,0
1,50,38,0,1,0,1,0,8,19,8,1,1,1,69,19,8,0,1444,0,0,0,1,0,1,1,1
1,69,19,0,1,0,1,5,1,18,1,1,0,,,,6,,361,0,0,0,1,0,1,0,0
9,54,34,0,1,0,1,0,6,18,5,1,1,9,80,26,5,0,1156,0,0,1,0,0,0,1,1
11,69,18,0,0,0,0,7,0,,0,1,0,,,,4,,324,0,0,1,0,0,0,0,0
8,72,16,0,0,0,0,7,0,,0,1,0,,,,3,,256,0,0,0,1,0,0,0,0
1,48,40,0,1,0,1,0,8,19,8,1,0,9,68,20,8,0,1600,0,0,0,1,0,1,1,1
6,50,38,0,1,0,1,7,9,18,9,1,0,5,67,16,6,0,1444,0,0,0,1,0,1,0,1
4,58,30,0,1,0,1,4,5,19,5,1,1,8,77,19,8,0,900,0,0,0,1,0,1,0,1
7,44,44,0,1,0,1,0,9,19,9,1,1,7,63,19,7,0,1936,0,0,0,0,0,0,1,1
12,69,18,0,1,0,1,7,0,,0,1,0,,,,4,,324,0,0,0,0,0,0,0,0
1,54,34,0,1,0,1,2,6,18,6,1,0,7,76,22,8,3,1156,0,0,0,0,0,1,0,1
7,69,19,0,1,0,0,6,1,19,1,1,0,,,,3,,361,0,0,1,0,0,0,0,0
1,69,19,0,1,0,0,6,0,,0,0,0,,,,2,,361,0,0,1,0,0,1,0,0
6,60,28,0,1,0,1,0,5,16,5,1,1,2,77,16,5,0,784,0,0,0,1,0,1,1,1
8,43,45,0,1,0,0,6,3,20,3,0,0,6,63,19,5,3,2025,0,0,0,1,0,0,0,1
5,49,39,0,1,1,0,7,4,19,3,1,1,,,,4,,1521,0,0,0,1,0,1,0,0
3,69,19,0,1,1,0,10,0,,0,1,1,,,,3,,361,0,0,0,1,0,1,0,0
10,40,47,0,1,0,0,4,3,19,2,1,0,3,62,21,6,0,2209,0,0,1,0,0,0,0,1
1,64,24,0,1,0,0,7,2,17,2,1,1,1,87,23,3,0,576,0,0,1,0,0,1,0,1
6,46,42,0,0,0,0,7,0,,0,1,0,,,,4,,1764,0,0,0,1,0,1,0,0
3,66,22,0,0,0,0,0,1,21,1,0,0,,,,1,,484,0,0,0,1,0,1,1,0
7,66,22,0,0,0,0,0,1,20,1,0,0,,,,2,,484,0,0,0,1,0,0,1,0
3,68,20,0,0,0,0,7,0,,0,1,0,,,,6,,400,0,0,0,1,0,1,0,0
5,50,38,0,0,0,0,0,5,15,5,1,0,,,,4,,1444,0,0,1,0,0,1,1,0
3,72,16,0,1,0,0,8,0,,0,1,0,,,,4,,256,0,0,0,1,0,1,0,0
6,53,35,0,0,0,0,0,2,23,2,1,0,,,,4,,1225,0,0,1,0,0,1,1,0
8,43,45,0,0,0,0,0,3,25,3,1,1,,,,3,,2025,0,0,0,1,0,0,1,0
3,50,38,0,0,0,0,0,7,19,7,1,0,,,,5,,1444,0,0,0,1,0,1,1,0
8,70,18,0,0,0,0,7,0,,0,1,1,,,,5,,324,0,0,0,1,0,0,0,0
6,43,45,0,0,0,0,0,5,23,5,0,0,,,,4,,2025,0,0,0,1,0,1,1,0
6,67,21,0,0,0,0,0,0,,0,1,1,,,,4,,441,0,0,1,0,0,1,1,0
10,65,22,0,1,0,0,12,0,,0,1,1,,,,2,,484,0,0,0,0,1,0,0,0
6,65,23,0,1,0,0,15,0,,0,1,1,,,,3,,529,0,0,0,1,0,1,0,0
7,53,35,0,1,0,0,0,6,20,6,1,1,12,72,19,7,,1225,0,0,1,0,0,0,1,1
6,53,35,0,0,0,0,0,3,19,2,1,1,6,82,29,3,,1225,0,0,0,1,0,1,1,1
8,45,43,0,0,0,0,0,6,14,6,1,0,6,59,13,10,,1849,0,0,0,0,1,0,1,1
6,55,33,0,0,0,0,0,3,24,3,1,1,3,73,17,6,,1089,0,0,1,0,0,1,1,1
7,66,22,0,0,0,0,4,1,22,1,1,0,,,,6,,484,0,0,1,0,0,0,0,0
4,69,19,0,1,0,0,7,0,,0,1,1,,,,12,,361,0,0,1,0,0,1,0,0
12,64,23,0,1,0,0,9,0,,0,1,0,10,80,15,20,7,529,0,0,0,0,1,0,0,1
12,54,33,0,1,0,0,7,4,19,4,1,1,8,81,26,6,5,1089,0,0,0,1,0,0,0,1
3,68,20,0,0,0,1,8,2,18,2,1,0,12,85,17,5,0,400,0,0,1,0,0,1,0,1
