year,fcode,employ,sales,avgsal,scrap,rework,tothrs,union,grant,d89,d88,totrain,hrsemp,lscrap,lemploy,lsales,lrework,lhrsemp,lscrap_1,grant_1,clscrap,cgrant,clemploy,clsales,lavgsal,clavgsal,cgrant_1,chrsemp,clhrsemp
1989,418107.0,34,2650786.0,9400.0,0.44999998807907104,,15,0,0,1,0,30,13.235294342041016,-0.7985077500343323,3.526360511779785,14.790367126464844,,2.655724287033081,-0.6733445525169373,1,-0.12516319751739502,-1,0.30748462677001953,0.30098533630371094,9.148465156555176,0.04348564147949219,1,-69.76470947265625,-1.775092363357544
1987,418109.0,6,600000.0,16640.0,,,200,0,0,0,0,3,100.0,,1.7917594909667969,13.30468463897705,,4.6151204109191895,,0,,0,,,9.719564437866211,,,,
1988,418109.0,12,820000.0,18304.0,,,290,0,1,0,1,5,120.83333587646484,,2.4849066734313965,13.617059707641602,,4.802653789520264,,0,,1,0.6931471824645996,0.3123750686645508,9.814874649047852,0.09531021118164062,0,20.833335876464844,0.18753337860107422
1989,418109.0,14,1200000.0,19552.0,,,320,0,0,1,0,4,91.42857360839844,,2.6390573978424072,13.997832298278809,,4.5264363288879395,,1,,-1,0.15415072441101074,0.38077259063720703,9.88083267211914,0.06595802307128906,1,-29.404762268066406,-0.2762174606323242
1987,418118.0,16,1608573.0,35000.0,1.0,10.0,5,0,0,0,0,10,3.125,0.0,2.7725887298583984,14.290858268737793,2.3025851249694824,1.417065978050232,,0,,0,,,10.463103294372559,,,,
1988,418118.0,16,1342236.0,38000.0,0.5,5.0,25,0,1,0,1,16,25.0,-0.6931471824645996,2.7725887298583984,14.109847068786621,1.6094379425048828,3.25809645652771,0.0,0,-0.6931471824645996,1,0.0,-0.18101119995117188,10.545341491699219,0.08223819732666016,0,21.875,1.841030478477478
1989,418118.0,16,1504283.0,41000.0,0.10000000149011612,1.0,5,0,0,1,0,10,3.125,-2.3025851249694824,2.7725887298583984,14.223827362060547,0.0,1.417065978050232,-0.6931471824645996,1,-1.6094379425048828,-1,0.0,0.11398029327392578,10.62132740020752,0.07598590850830078,1,-21.875,-1.841030478477478
1987,418124.0,15,1600000.0,12000.0,,,0,0,0,0,0,0,0.0,,2.70805025100708,14.285513877868652,,0.0,,0,,0,,,9.392662048339844,,,,
1988,418124.0,20,1800000.0,13000.0,,,40,0,1,0,1,9,18.0,,2.995732307434082,14.403297424316406,,2.944438934326172,,0,,1,0.28768205642700195,0.1177835464477539,9.472704887390137,0.08004283905029297,0,18.0,2.944438934326172
1989,418124.0,26,2000000.0,16000.0,,,8,0,0,1,0,6,1.8461538553237915,,3.25809645652771,14.508657455444336,,1.0459685325622559,,1,,-1,0.26236414909362793,0.10536003112792969,9.680343627929688,0.20763874053955078,1,-16.153846740722656,-1.898470401763916
1987,418125.0,72,10467040.0,17700.0,0.44999998807907104,,10,0,0,0,0,67,9.30555534362793,-0.7985077500343323,4.276666164398193,16.163742065429688,,2.3326830863952637,,0,,0,,,9.781319618225098,,,,
1988,418125.0,128,15440030.0,19350.0,0.6100000143051147,,31,0,1,0,1,128,31.0,-0.4942963123321533,4.852030277252197,16.552474975585938,,3.465735912322998,-0.7985077500343323,0,0.30421143770217896,1,0.5753641128540039,0.38873291015625,9.870448112487793,0.08912849426269531,0,21.69444465637207,1.1330528259277344
1989,418125.0,168,22979550.0,23250.0,0.6000000238418579,,14,0,0,1,0,108,9.0,-0.5108255743980408,5.123963832855225,16.950115203857422,,2.3025851249694824,-0.4942963123321533,1,-0.01652926206588745,-1,0.27193355560302734,0.3976402282714844,10.054059982299805,0.18361186981201172,1,-22.0,-1.1631507873535156
1987,418126.0,60,5600000.0,23000.0,,,30,0,0,0,0,10,5.0,,4.094344615936279,15.538277626037598,,1.7917594909667969,,0,,0,,,10.043249130249023,,,,
1988,418126.0,50,6200000.0,25000.0,,,48,0,1,0,1,50,48.0,,3.9120230674743652,15.640059471130371,,3.891820192337036,,0,,1,-0.18232154846191406,0.10178184509277344,10.126630783081055,0.08338165283203125,0,43.0,2.1000607013702393
1989,418126.0,48,6300000.0,27000.0,,,30,0,0,1,0,6,3.75,,3.8712010383605957,15.656060218811035,,1.5581445693969727,,1,,-1,-0.04082202911376953,0.016000747680664062,10.203592300415039,0.07696151733398438,1,-44.25,-2.3336756229400635
1987,418140.0,17,,,8.0,,0,0,0,0,0,0,0.0,2.079441547393799,2.8332133293151855,,,0.0,,0,,0,,,,,,,
1988,418140.0,23,,,4.0,,80,0,1,0,1,23,80.0,1.3862943649291992,3.1354942321777344,,,4.394449234008789,2.079441547393799,0,-0.6931471824645996,1,0.30228090286254883,,,,0,80.0,4.394449234008789
1989,418140.0,20,,,2.5,,40,0,0,1,0,6,12.0,0.9162907600402832,2.995732307434082,,,2.5649492740631104,1.3862943649291992,1,-0.470003604888916,-1,-0.13976192474365234,,,,1,-68.0,-1.8294999599456787
1987,418147.0,15,726833.0,9048.0,,,0,0,0,0,0,0,0.0,,2.70805025100708,13.496452331542969,,0.0,,0,,0,,,9.110299110412598,,,,
1988,418147.0,80,4005963.0,10088.0,,,40,0,0,0,1,40,20.0,,4.382026672363281,15.20329475402832,,3.044522523880005,,0,,0,1.6739764213562012,1.7068424224853516,9.219101905822754,0.10880279541015625,0,20.0,3.044522523880005
1989,418147.0,30,2089704.0,10504.0,,,0,0,0,1,0,0,0.0,,3.4011974334716797,14.552533149719238,,0.0,,0,,0,-0.9808292388916016,-0.650761604309082,9.25951099395752,0.040409088134765625,0,-20.0,-3.044522523880005
1987,418163.0,72,7742994.0,18305.0,9.0,,0,1,0,0,0,0,0.0,2.1972246170043945,4.276666164398193,15.862298965454102,,0.0,,0,,0,,,9.814929962158203,,,,
1988,418163.0,70,8273868.0,19828.0,7.0,,40,1,1,0,1,70,40.0,1.945910096168518,4.248495101928711,15.92861270904541,,3.7135720252990723,2.1972246170043945,0,-0.25131452083587646,1,-0.028171062469482422,0.0663137435913086,9.894850730895996,0.07992076873779297,0,40.0,3.7135720252990723
1989,418163.0,68,8329656.0,17893.0,6.5,,0,1,0,1,0,0,0.0,1.8718022108078003,4.219507694244385,15.935332298278809,,0.0,1.945910096168518,1,-0.07410788536071777,-1,-0.028987407684326172,0.0067195892333984375,9.79216480255127,-0.10268592834472656,1,-40.0,-3.7135720252990723
1987,418168.0,7,5449674.0,,0.009999999776482582,,40,0,0,0,0,7,40.0,-4.605170249938965,1.945910096168518,15.511066436767578,,3.7135720252990723,,0,,0,,,,,,,
1988,418168.0,7,6131102.0,,0.10999999940395355,,40,0,0,0,1,7,40.0,-2.207274913787842,1.945910096168518,15.628885269165039,,3.7135720252990723,-4.605170249938965,0,2.397895336151123,0,0.0,0.11781883239746094,,,0,0.0,0.0
1989,418168.0,8,7332464.0,,0.20000000298023224,,0,0,0,1,0,0,0.0,-1.6094379425048828,2.079441547393799,15.807822227478027,,0.0,-2.207274913787842,0,0.597836971282959,0,0.13353145122528076,0.17893695831298828,,,0,-40.0,-3.7135720252990723
1987,418177.0,120,10000000.0,28080.0,18.0,3.0,20,1,0,0,0,0,0.0,2.890371799468994,4.787491798400879,16.11809539794922,1.0986123085021973,0.0,,0,,0,,,10.242813110351562,,,,
1988,418177.0,120,12000000.0,28080.0,19.0,3.0,26,1,1,0,1,120,26.0,2.944438934326172,4.787491798400879,16.300416946411133,1.0986123085021973,3.295836925506592,2.890371799468994,0,0.054067134857177734,1,0.0,0.18232154846191406,10.242813110351562,0.0,0,26.0,3.295836925506592
1989,418177.0,120,11000000.0,28080.0,18.0,3.0,14,1,0,1,0,120,14.0,2.890371799468994,4.787491798400879,16.21340560913086,1.0986123085021973,2.70805025100708,2.944438934326172,1,-0.054067134857177734,-1,0.0,-0.08701133728027344,10.242813110351562,0.0,1,-12.0,-0.5877866744995117
1987,418183.0,21,,14800.0,,2.4000000953674316,,0,0,0,0,21,,,3.044522523880005,,0.8754687905311584,,,0,,0,,,9.60238265991211,,,,
1988,418183.0,25,1800000.0,15100.0,,2.7899999618530273,,0,0,0,1,25,,,3.2188758850097656,14.403297424316406,1.0260416269302368,,,0,,0,0.17435336112976074,,9.62244987487793,0.020067214965820312,0,,
1989,418183.0,30,2100000.0,16500.0,,2.0,,0,0,1,0,30,,,3.4011974334716797,14.55744743347168,0.6931471824645996,,,0,,0,0.18232154846191406,0.15415000915527344,9.711115837097168,0.08866596221923828,0,,
1987,418185.0,31,2000000.0,30000.0,,,,0,0,0,0,31,,,3.4339871406555176,14.508657455444336,,,,0,,0,,,10.308952331542969,,,,
1988,418185.0,47,2200000.0,30000.0,,,,0,0,0,1,47,,,3.8501474857330322,14.603967666625977,,,,0,,0,0.41616034507751465,0.09531021118164062,10.308952331542969,0.0,0,,
1989,418185.0,32,1800000.0,30000.0,,,,0,0,1,0,32,,,3.465735912322998,14.403297424316406,,,,0,,0,-0.3844115734100342,-0.2006702423095703,10.308952331542969,0.0,0,,
1987,418213.0,25,1400000.0,14000.0,,,10,0,0,0,0,3,1.2000000476837158,,3.2188758850097656,14.151983261108398,,0.7884573936462402,,0,,0,,,9.546813011169434,,,,
1988,418213.0,30,1680000.0,16000.0,,,,0,1,0,1,17,,,3.4011974334716797,14.334304809570312,,,,0,,1,0.18232154846191406,0.18232154846191406,9.680343627929688,0.1335306167602539,0,,
1989,418213.0,39,2806000.0,17000.0,,,12,0,0,1,0,4,1.2307692766189575,,3.6635615825653076,14.847270965576172,,0.8023464679718018,,1,,-1,0.26236414909362793,0.5129661560058594,9.740968704223633,0.06062507629394531,1,,
1987,418220.0,19,580000.0,8840.0,,,0,0,0,0,0,0,0.0,,2.944438934326172,13.270783424377441,,0.0,,0,,0,,,9.087041854858398,,,,
1988,418220.0,21,660000.0,9360.0,,,39,0,1,0,1,21,39.0,,3.044522523880005,13.399994850158691,,3.6888794898986816,,0,,1,0.10008358955383301,0.12921142578125,9.144200325012207,0.057158470153808594,0,39.0,3.6888794898986816
1989,418220.0,30,984000.0,10720.0,,,0,0,0,1,0,0,0.0,,3.4011974334716797,13.799381256103516,,0.0,,1,,-1,0.3566749095916748,0.3993864059448242,9.279866218566895,0.1356658935546875,1,-39.0,-3.6888794898986816
1987,418225.0,15,1300000.0,13000.0,,,0,1,0,0,0,0,0.0,,2.70805025100708,14.077875137329102,,0.0,,0,,0,,,9.472704887390137,,,,
1988,418225.0,18,1600000.0,14040.0,,,10,1,1,0,1,18,10.0,,2.890371799468994,14.285513877868652,,2.397895336151123,,0,,1,0.18232154846191406,0.20763874053955078,9.549665451049805,0.07696056365966797,0,10.0,2.397895336151123
1989,418225.0,28,2300000.0,15080.0,,,0,1,0,1,0,0,0.0,,3.332204580307007,14.648419380187988,,0.0,,1,,-1,0.4418327808380127,0.36290550231933594,9.621124267578125,0.07145881652832031,1,-10.0,-2.397895336151123
1987,418229.0,6,490000.0,14560.0,,,0,0,0,0,0,4,0.0,,1.7917594909667969,13.102160453796387,,0.0,,0,,0,,,9.58603286743164,,,,
1988,418229.0,7,580000.0,15600.0,,,0,0,0,0,1,6,0.0,,1.945910096168518,13.270783424377441,,0.0,,0,,0,0.1541506052017212,0.1686229705810547,9.65502643585205,0.06899356842041016,0,0.0,0.0
1989,418229.0,8,660000.0,16640.0,,,0,0,0,1,0,4,0.0,,2.079441547393799,13.399994850158691,,0.0,,0,,0,0.13353145122528076,0.12921142578125,9.719564437866211,0.06453800201416016,0,0.0,0.0
1987,418237.0,28,4568907.0,19042.0,0.2800000011920929,,0,1,0,0,0,0,0.0,-1.272965669631958,3.332204580307007,15.334784507751465,,0.0,,0,,0,,,9.854402542114258,,,,
1988,418237.0,28,4904008.0,19845.0,0.20000000298023224,,12,1,1,0,1,14,6.0,-1.6094379425048828,3.332204580307007,15.405563354492188,,1.945910096168518,-1.272965669631958,0,-0.3364722728729248,1,0.0,0.07077884674072266,9.895707130432129,0.041304588317871094,0,6.0,1.945910096168518
1989,418237.0,29,5884603.0,20426.0,0.1899999976158142,,10,1,0,1,0,4,1.3793103694915771,-1.6607311964035034,3.367295742034912,15.587849617004395,,0.86681067943573,-1.6094379425048828,1,-0.051293253898620605,-1,0.03509116172790527,0.18228626251220703,9.92456340789795,0.028856277465820312,1,-4.620689392089844,-1.079099416732788
1987,418239.0,80,6900000.0,13728.0,,0.2199999988079071,20,0,0,0,0,20,5.0,,4.382026672363281,15.747032165527344,-1.5141277313232422,1.7917594909667969,,0,,0,,,9.527193069458008,,,,
1988,418239.0,65,8400000.0,14664.0,,0.23999999463558197,20,0,0,0,1,25,7.692307472229004,,4.174387454986572,15.943741798400879,-1.4271163940429688,2.16243839263916,,0,,0,-0.20763921737670898,0.19670963287353516,9.593151092529297,0.06595802307128906,0,2.692307472229004,0.3706789016723633
1989,418239.0,75,7100000.0,15600.0,,0.41999998688697815,20,0,0,1,0,30,8.0,,4.317488193511963,15.775605201721191,-0.8675006031990051,2.1972246170043945,,0,,0,0.14310073852539062,-0.1681365966796875,9.65502643585205,0.061875343322753906,0,0.3076925277709961,0.034786224365234375
1987,418243.0,12,,15000.0,,,0,0,0,0,0,0,0.0,,2.4849066734313965,,,0.0,,0,,0,,,9.615805625915527,,,,
1988,418243.0,14,,15000.0,,,0,0,0,0,1,0,0.0,,2.6390573978424072,,,0.0,,0,,0,0.15415072441101074,,9.615805625915527,0.0,0,0.0,0.0
1989,418243.0,15,,16000.0,,,0,0,0,1,0,0,0.0,,2.70805025100708,,,0.0,,0,,0,0.06899285316467285,,9.680343627929688,0.06453800201416016,0,0.0,0.0
1987,418245.0,25,3000000.0,20000.0,,,0,0,0,0,0,0,0.0,,3.2188758850097656,14.914122581481934,,0.0,,0,,0,,,9.903487205505371,,,,
1988,418245.0,30,4000000.0,25000.0,,,0,0,0,0,1,0,0.0,,3.4011974334716797,15.201805114746094,,0.0,,0,,0,0.18232154846191406,0.28768253326416016,10.126630783081055,0.2231435775756836,0,0.0,0.0
1989,418245.0,40,6000000.0,30000.0,,,0,0,0,1,0,0,0.0,,3.6888794898986816,15.607270240783691,,0.0,,0,,0,0.28768205642700195,0.40546512603759766,10.308952331542969,0.18232154846191406,0,0.0,0.0
1987,419198.0,17,1083644.0,24000.0,7.0,10.0,56,0,0,0,0,6,19.764705657958984,1.945910096168518,2.8332133293151855,13.89583969116211,2.3025851249694824,3.033254623413086,,0,,0,,,10.085808753967285,,,,
1988,419198.0,13,851605.0,24000.0,5.0,8.0,88,0,1,0,1,13,88.0,1.6094379425048828,2.5649492740631104,13.654877662658691,2.079441547393799,4.488636493682861,1.945910096168518,0,-0.33647215366363525,1,-0.2682640552520752,-0.24096202850341797,10.085808753967285,0.0,0,68.23529052734375,1.4553818702697754
1989,419198.0,9,885852.0,16000.0,4.0,7.5,56,0,0,1,0,1,6.222222328186035,1.3862943649291992,2.1972246170043945,13.694305419921875,2.0149030685424805,1.9771627187728882,1.6094379425048828,1,-0.2231435775756836,-1,-0.3677246570587158,0.039427757263183594,9.680343627929688,-0.40546512603759766,1,-81.77777862548828,-2.5114736557006836
1987,419201.0,20,3499895.0,14560.0,2.0,,0,0,0,0,0,0,0.0,0.6931471824645996,2.995732307434082,15.068243980407715,,0.0,,0,,0,,,9.58603286743164,,,,
1988,419201.0,17,4008997.0,16848.0,2.0,,24,0,0,0,1,6,8.470588684082031,0.6931471824645996,2.8332133293151855,15.204051971435547,,2.2481911182403564,0.6931471824645996,0,0.0,0,-0.16251897811889648,0.13580799102783203,9.731986999511719,0.14595413208007812,0,8.470588684082031,2.2481911182403564
1989,419201.0,13,3379103.0,18720.0,2.0,,0,0,0,1,0,0,0.0,0.6931471824645996,2.5649492740631104,15.033121109008789,,0.0,0.6931471824645996,0,0.0,0,-0.2682640552520752,-0.1709308624267578,9.837347984313965,0.1053609848022461,0,-8.470588684082031,-2.2481911182403564
1987,419242.0,70,6400000.0,16141.0,3.9700000286102295,,6,1,0,0,0,60,5.142857074737549,1.3787660598754883,4.248495101928711,15.671808242797852,,1.8152899742126465,,0,,0,,,9.689117431640625,,,,
1988,419242.0,65,6800000.0,16578.0,3.8299999237060547,,36,1,1,0,1,65,36.0,1.342864751815796,4.174387454986572,15.732433319091797,,3.610917806625366,1.3787660598754883,0,-0.03590130805969238,1,-0.07410764694213867,0.06062507629394531,9.715831756591797,0.026714324951171875,0,30.85714340209961,1.7956278324127197
1989,419242.0,30,2100000.0,16952.0,5.699999809265137,,4,1,0,1,0,30,4.0,1.7404661178588867,3.4011974334716797,14.55744743347168,,1.6094379425048828,1.342864751815796,1,0.3976013660430908,-1,-0.7731900215148926,-1.1749858856201172,9.738141059875488,0.022309303283691406,1,-32.0,-2.0014798641204834
1987,419268.0,6,564694.0,22866.0,1.3899999856948853,1.3899999856948853,0,0,0,0,0,0,0.0,0.3293037414550781,1.7917594909667969,13.244039535522461,0.3293037414550781,0.0,,0,,0,,,10.037405967712402,,,,
1988,419268.0,6,620439.0,22995.0,1.159999966621399,1.159999966621399,0,0,0,0,1,0,0.0,0.14841997623443604,1.7917594909667969,13.33818244934082,0.14841997623443604,0.0,0.3293037414550781,0,-0.1808837652206421,0,0.0,0.09414291381835938,10.043031692504883,0.005625724792480469,0,0.0,0.0
1989,419268.0,6,783261.0,29114.0,0.8999999761581421,0.8999999761581421,32,0,1,1,0,6,32.0,-0.10536054521799088,1.7917594909667969,13.571221351623535,-0.10536054521799088,3.4965076446533203,0.14841997623443604,0,-0.2537805140018463,1,0.0,0.23303890228271484,10.278974533081055,0.23594284057617188,0,32.0,3.4965076446533203
1987,419272.0,35,4200000.0,31000.0,20.5,3.0299999713897705,60,0,0,0,0,6,10.285714149475098,3.0204248428344727,3.5553481578826904,15.250595092773438,1.1085625886917114,2.4235377311706543,,0,,0,,,10.341742515563965,,,,
1988,419272.0,40,4800000.0,33000.0,24.0,4.170000076293945,10,0,0,0,1,8,2.0,3.178053855895996,3.6888794898986816,15.384126663208008,1.4279160499572754,1.0986123085021973,3.0204248428344727,0,0.15762901306152344,0,0.1335313320159912,0.1335315704345703,10.40426254272461,0.06252002716064453,0,-8.285714149475098,-1.324925422668457
1989,419272.0,43,5200000.0,34800.0,17.0,1.8799999952316284,80,0,1,1,0,43,80.0,2.8332133293151855,3.761200189590454,15.4641695022583,0.6312717795372009,4.394449234008789,3.178053855895996,0,-0.34484052658081055,1,0.07232069969177246,0.08004283905029297,10.457372665405273,0.05311012268066406,0,78.0,3.295836925506592
1987,419275.0,15,930000.0,30000.0,,,100,0,0,0,0,4,26.66666603088379,,2.70805025100708,13.742939949035645,,3.320228338241577,,0,,0,,,10.308952331542969,,,,
1988,419275.0,18,980000.0,33000.0,,,100,0,0,0,1,5,27.77777862548828,,2.890371799468994,13.795308113098145,,3.3596034049987793,,0,,0,0.18232154846191406,0.0523681640625,10.40426254272461,0.09531021118164062,0,1.1111125946044922,0.03937506675720215
1989,419275.0,21,1500000.0,35000.0,,,150,0,1,1,0,10,71.42857360839844,,3.044522523880005,14.220975875854492,,4.2826008796691895,,0,,1,0.15415072441101074,0.42566776275634766,10.463103294372559,0.05884075164794922,0,43.650794982910156,0.9229974746704102
1987,419276.0,12,1200000.0,28000.0,,,,0,0,0,0,12,,,2.4849066734313965,13.997832298278809,,,,0,,0,,,10.239959716796875,,,,
1988,419276.0,10,1300000.0,30000.0,,,,0,0,0,1,10,,,2.3025851249694824,14.077875137329102,,,,0,,0,-0.18232154846191406,0.08004283905029297,10.308952331542969,0.06899261474609375,0,,
1989,419276.0,8,1100000.0,30000.0,,,,0,0,1,0,8,,,2.079441547393799,13.910820960998535,,,,0,,0,-0.2231435775756836,-0.1670541763305664,10.308952331542969,0.0,0,,
1987,419289.0,13,1200000.0,18720.0,1.5,,0,0,0,0,0,0,0.0,0.40546509623527527,2.5649492740631104,13.997832298278809,,0.0,,0,,0,,,9.837347984313965,,,,
1988,419289.0,14,1350000.0,20800.0,1.409999966621399,,0,0,0,0,1,0,0.0,0.3435896933078766,2.6390573978424072,14.115614891052246,,0.0,0.40546509623527527,0,-0.06187540292739868,0,0.07410812377929688,0.1177825927734375,9.942708015441895,0.10536003112792969,0,0.0,0.0
1989,419289.0,15,1480000.0,29120.0,0.949999988079071,,72,0,1,1,0,15,72.0,-0.051293306052684784,2.70805025100708,14.207552909851074,,4.290459632873535,0.3435896933078766,0,-0.39488300681114197,1,0.06899285316467285,0.09193801879882812,10.279180526733398,0.3364725112915039,0,72.0,4.290459632873535
1987,419297.0,150,22706650.0,22006.0,0.20000000298023224,0.4000000059604645,50,1,0,0,0,100,33.33333206176758,-1.6094379425048828,5.0106353759765625,16.938167572021484,-0.9162907004356384,3.536116600036621,,0,,0,,,9.999070167541504,,,,
1988,419297.0,178,30766010.0,22027.0,0.3100000023841858,0.3199999928474426,40,1,0,0,1,60,13.483145713806152,-1.1711829900741577,5.181783676147461,17.241920471191406,-1.1394343376159668,2.672985553741455,-1.6094379425048828,0,0.4382549524307251,0,0.17114830017089844,0.3037528991699219,10.00002384185791,0.00095367431640625,0,-19.85018539428711,-0.863131046295166
1989,419297.0,171,28427980.0,24107.0,0.27000001072883606,0.47999998927116394,20,1,0,1,0,40,4.6783623695373535,-1.309333324432373,5.141663551330566,17.162883758544922,-0.7339692115783691,1.7366628646850586,-1.1711829900741577,0,-0.13815033435821533,0,-0.04012012481689453,-0.07903671264648438,10.09025764465332,0.09023380279541016,0,-8.80478286743164,-0.9363226890563965
1987,419298.0,80,10000000.0,33280.0,,,0,1,0,0,0,0,0.0,,4.382026672363281,16.11809539794922,,0.0,,0,,0,,,10.412712097167969,,,,
1988,419298.0,70,9000000.0,32240.0,,,0,1,0,0,1,0,0.0,,4.248495101928711,16.01273536682129,,0.0,,0,,0,-0.1335315704345703,-0.10536003112792969,10.380963325500488,-0.03174877166748047,0,0.0,0.0
1989,419298.0,65,9500000.0,30784.0,,,40,1,1,1,0,60,36.92307662963867,,4.174387454986572,16.066802978515625,,3.6355597972869873,,0,,1,-0.07410764694213867,0.05406761169433594,10.334750175476074,-0.04621315002441406,0,36.92307662963867,3.6355597972869873
1987,419302.0,333,,22360.0,,,0,0,0,0,0,0,0.0,,5.80814266204834,,,0.0,,0,,0,,,10.015028953552246,,,,
1988,419302.0,340,,22360.0,,,8,0,0,0,1,24,0.5647059082984924,,5.828945636749268,,,0.44769787788391113,,0,,0,0.020802974700927734,,10.015028953552246,0.0,0,0.5647059082984924,0.44769787788391113
1989,419302.0,337,,22526.0,,,12,0,1,1,0,337,12.0,,5.820083141326904,,,2.5649492740631104,,0,,1,-0.008862495422363281,,10.022425651550293,0.007396697998046875,0,11.435294151306152,2.117251396179199
1987,419303.0,6,875000.0,13500.0,,1.5,0,0,0,0,0,0,0.0,,1.7917594909667969,13.681979179382324,0.40546509623527527,0.0,,0,,0,,,9.510444641113281,,,,
1988,419303.0,8,15850000.0,14100.0,,1.0,20,0,0,0,1,2,5.0,,2.079441547393799,16.57868003845215,0.0,1.7917594909667969,,0,,0,0.28768205642700195,2.896700859069824,9.553930282592773,0.04348564147949219,0,5.0,1.7917594909667969
1989,419303.0,11,2250000.0,15050.0,,1.25,75,0,1,1,0,11,75.0,,2.397895336151123,14.62644100189209,0.2231435477733612,4.330733299255371,,0,,1,0.3184537887573242,-1.9522390365600586,9.619132995605469,0.06520271301269531,0,70.0,2.538973808288574
1987,419305.0,5,,,,,0,1,0,0,0,0,0.0,,1.6094379425048828,,,0.0,,0,,0,,,,,,,
1988,419305.0,5,,,,,0,1,0,0,1,0,0.0,,1.6094379425048828,,,0.0,,0,,0,0.0,,,,0,0.0,0.0
1989,419305.0,5,,,,,9,1,1,1,0,5,9.0,,1.6094379425048828,,,2.3025851249694824,,0,,1,0.0,,,,0,9.0,2.3025851249694824
1987,419307.0,262,18050000.0,22360.0,1.0,1.090000033378601,0,0,0,0,0,4,0.0,0.0,5.568344593048096,16.708656311035156,0.08617772907018661,0.0,,0,,0,,,10.015028953552246,,,,
1988,419307.0,264,19270000.0,23026.0,0.8500000238418579,1.0700000524520874,24,0,0,0,1,3,0.27272728085517883,-0.16251890361309052,5.575949192047119,16.774059295654297,0.06765870004892349,0.24116206169128418,0.0,0,-0.16251890361309052,0,0.0076045989990234375,0.06540298461914062,10.044379234313965,0.02935028076171875,0,0.27272728085517883,0.24116206169128418
1989,419307.0,302,22220000.0,21736.0,0.8899999856948853,1.0700000524520874,44,0,1,1,0,302,44.0,-0.11653383076190948,5.7104268074035645,16.91650390625,0.06765870004892349,3.8066625595092773,-0.16251890361309052,0,0.04598507285118103,1,0.1344776153564453,0.14244461059570312,9.986724853515625,-0.057654380798339844,0,43.727272033691406,3.565500497817993
1987,419309.0,6,600000.0,24960.0,,0.33000001311302185,15,0,0,0,0,6,15.0,,1.7917594909667969,13.30468463897705,-1.1086626052856445,2.7725887298583984,,0,,0,,,10.125029563903809,,,,
1988,419309.0,9,750000.0,28080.0,,0.4000000059604645,20,0,0,0,1,9,20.0,,2.1972246170043945,13.527828216552734,-0.9162907004356384,3.044522523880005,,0,,0,0.40546512603759766,0.2231435775756836,10.242813110351562,0.1177835464477539,0,5.0,0.27193379402160645
1989,419309.0,12,1000000.0,30160.0,,0.4000000059604645,55,0,1,1,0,12,55.0,,2.4849066734313965,13.815510749816895,-0.9162907004356384,4.025351524353027,,0,,1,0.28768205642700195,0.28768253326416016,10.314271926879883,0.07145881652832031,0,35.0,0.9808290004730225
1987,419312.0,60,5845000.0,21133.0,,,,0,0,0,0,60,,,4.094344615936279,15.581097602844238,,,,0,,0,,,9.95859146118164,,,,
1988,419312.0,71,6927000.0,20904.0,,,,0,0,0,1,71,,,4.2626800537109375,15.750937461853027,,,,0,,0,0.1683354377746582,0.16983985900878906,9.9476957321167,-0.010895729064941406,0,,
1989,419312.0,97,11012000.0,21445.0,,,,0,0,1,0,97,,,4.574710845947266,16.214496612548828,,,,0,,0,0.3120307922363281,0.4635591506958008,9.973246574401855,0.02555084228515625,0,,
1987,419319.0,60,,,,,40,0,0,0,0,60,40.0,,4.094344615936279,,,3.7135720252990723,,0,,0,,,,,,,
1988,419319.0,69,,,,,50,0,0,0,1,69,50.0,,4.234106540679932,,,3.931825637817383,,0,,0,0.13976192474365234,,,,0,10.0,0.21825361251831055
1989,419319.0,78,,,,,50,0,0,1,0,78,50.0,,4.356709003448486,,,3.931825637817383,,0,,0,0.12260246276855469,,,,0,0.0,0.0
1987,419328.0,27,2700000.0,,,,0,1,0,0,0,0,0.0,,3.295836925506592,14.808762550354004,,0.0,,0,,0,,,,,,,
1988,419328.0,27,2800000.0,,,,0,1,0,0,1,0,0.0,,3.295836925506592,14.84512996673584,,0.0,,0,,0,0.0,0.03636741638183594,,,0,0.0,0.0
1989,419328.0,27,2800000.0,,,,12,1,1,1,0,27,12.0,,3.295836925506592,14.84512996673584,,2.5649492740631104,,0,,1,0.0,0.0,,,0,12.0,2.5649492740631104
1987,419335.0,57,8486927.0,40563.0,,,0,0,0,0,0,0,0.0,,4.043051242828369,15.9540376663208,,0.0,,0,,0,,,10.610611915588379,,,,
1988,419335.0,53,4327519.0,37429.0,,,40,0,0,0,1,10,7.5471696853637695,,3.97029185295105,15.280505180358887,,2.1456000804901123,,0,,0,-0.07275938987731934,-0.6735324859619141,10.530200958251953,-0.08041095733642578,0,7.5471696853637695,2.1456000804901123
1989,419335.0,62,8533205.0,42583.0,,,40,0,0,1,0,5,3.225806474685669,,4.127134323120117,15.95947551727295,,1.441210150718689,,0,,0,0.15684247016906738,0.6789703369140625,10.659210205078125,0.12900924682617188,0,-4.32136344909668,-0.7043899297714233
1987,419339.0,40,8000000.0,15000.0,0.5,0.30000001192092896,0,1,0,0,0,0,0.0,-0.6931471824645996,3.6888794898986816,15.894951820373535,-1.2039728164672852,0.0,,0,,0,,,9.615805625915527,,,,
