e401k,inc,marr,male,age,fsize,nettfa,p401k,pira,incsq,agesq
0,26.940000534057617,1,0,25,4,-9.5,0,0,725.7636108398438,625
0,27.624000549316406,0,1,30,1,-3.5999999046325684,0,0,763.0853881835938,900
0,64.875,1,0,27,4,-5.699999809265137,0,0,4208.765625,729
0,71.31600189208984,1,0,47,3,12.699999809265137,0,0,5085.97216796875,2209
0,27.674999237060547,0,0,44,2,-0.6430000066757202,0,0,765.9055786132812,1936
0,17.85300064086914,0,1,25,3,-0.7350000143051147,0,0,318.7296447753906,625
0,36.5099983215332,1,0,43,7,-1.2350000143051147,0,0,1332.97998046875,1849
0,15.557999610900879,0,0,34,1,0.0,0,0,242.0513458251953,1156
0,11.451000213623047,0,0,31,4,0.0,0,0,131.1254119873047,961
0,51.52799987792969,1,0,63,2,21.899999618530273,0,0,2655.134765625,3969
1,28.200000762939453,1,0,33,3,0.0,0,0,795.2400512695312,1089
0,27.84000015258789,0,1,30,1,2.299999952316284,0,0,775.0656127929688,900
0,47.74800109863281,1,0,49,3,-5.185999870300293,0,0,2279.87158203125,2401
0,39.525001525878906,0,1,47,3,-7.199999809265137,0,0,1562.2257080078125,2209
1,103.04100036621094,1,0,61,2,321.0,1,1,10617.4482421875,3721
0,57.584999084472656,1,0,30,3,1.593999981880188,0,0,3316.0322265625,900
1,45.027000427246094,1,0,38,5,-3.750999927520752,0,0,2027.4307861328125,1444
0,22.40999984741211,0,0,43,1,-5.0,0,0,502.2080993652344,1849
1,30.02400016784668,0,1,39,2,26.549999237060547,1,0,901.4406127929688,1521
0,80.86199951171875,1,0,46,5,0.45399999618530273,0,0,6538.6630859375,2116
0,21.149999618530273,1,0,55,5,2.499000072479248,0,0,447.3224792480469,3025
0,20.402999877929688,0,1,37,1,-6.920000076293945,0,0,416.28240966796875,1369
1,54.18299865722656,1,0,32,2,15.61400032043457,1,0,2935.79736328125,1024
1,36.34199905395508,0,1,59,1,31.075000762939453,1,0,1320.7408447265625,3481
0,13.199999809265137,0,0,27,2,-4.199999809265137,0,0,174.239990234375,729
1,15.38700008392334,0,1,40,1,7.5,1,0,236.759765625,1600
1,31.242000579833984,1,0,34,2,52.43600082397461,1,1,976.0626220703125,1156
1,36.20100021362305,1,0,31,5,1.5989999771118164,1,1,1310.512451171875,961
1,17.5049991607666,1,0,30,3,0.028999999165534973,1,0,306.42498779296875,900
1,74.64600372314453,1,0,42,3,16.584999084472656,0,1,5572.02587890625,1764
1,49.59600067138672,1,0,43,3,32.099998474121094,1,1,2459.76318359375,1849
1,28.03499984741211,0,0,31,2,-4.239999771118164,1,0,785.9612426757812,961
1,44.361000061035156,0,0,62,1,0.0,0,0,1967.8983154296875,3844
0,13.5,1,0,53,2,2.8399999141693115,0,0,182.25,2809
0,28.03499984741211,1,0,41,3,0.10000000149011612,0,0,785.9612426757812,1681
0,79.28099822998047,0,1,43,1,60.29999923706055,0,0,6285.4765625,1849
0,11.460000038146973,1,0,31,3,-8.0,0,0,131.33160400390625,961
0,37.79999923706055,0,0,53,2,22.499000549316406,0,0,1428.8399658203125,2809
0,10.199999809265137,0,1,61,1,0.0,0,0,104.03999328613281,3721
0,11.246999740600586,0,0,64,2,0.7580000162124634,0,0,126.49500274658203,4096
1,42.88800048828125,0,1,58,3,43.150001525878906,1,0,1839.380615234375,3364
0,21.461999893188477,1,1,54,2,-0.3009999990463257,0,0,460.617431640625,2916
0,24.045000076293945,0,1,32,1,-3.3510000705718994,0,0,578.1620483398438,1024
0,23.190000534057617,1,0,44,4,7.698999881744385,0,0,537.776123046875,1936
0,28.875,0,0,60,3,28.64900016784668,0,0,833.765625,3600
1,58.04999923706055,1,0,25,2,4.599999904632568,1,0,3369.802490234375,625
0,22.422000885009766,1,0,63,2,51.0,0,1,502.7461242675781,3969
1,54.582000732421875,1,0,56,2,5.999000072479248,0,0,2979.19482421875,3136
1,66.83999633789062,1,0,32,4,26.135000228881836,1,0,4467.5849609375,1024
1,79.66500091552734,1,0,51,2,43.77899932861328,1,0,6346.51220703125,2601
1,35.20199966430664,1,0,60,3,19.95199966430664,1,1,1239.1807861328125,3600
1,74.37000274658203,1,0,27,3,10.949999809265137,1,0,5530.8974609375,729
0,43.68000030517578,0,1,51,1,21.700000762939453,0,1,1907.9423828125,2601
0,34.93199920654297,1,0,34,5,-6.599999904632568,0,0,1220.24462890625,1156
0,57.60900115966797,1,0,38,4,0.2549999952316284,0,0,3318.797119140625,1444
1,59.43000030517578,1,0,37,4,17.600000381469727,0,0,3531.925048828125,1369
1,25.64699935913086,0,0,39,1,-6.0,0,0,657.7685546875,1521
1,31.910999298095703,0,1,44,1,-4.60699987411499,0,0,1018.3118896484375,1936
0,20.621999740600586,0,0,62,1,0.2590000033378601,0,0,425.2668762207031,3844
0,23.15399932861328,0,1,26,2,-1.690999984741211,0,1,536.107666015625,676
0,37.20000076293945,0,0,25,1,-7.75,0,0,1383.840087890625,625
0,120.75,1,0,40,5,51.25,0,1,14580.5625,1600
1,73.0199966430664,1,0,27,2,30.799999237060547,1,1,5331.919921875,729
1,54.819000244140625,1,0,34,2,5.617000102996826,1,0,3005.122802734375,1156
1,32.24399948120117,0,0,29,1,-3.9779999256134033,1,0,1039.675537109375,841
0,25.781999588012695,1,0,33,2,-3.819999933242798,0,0,664.7114868164062,1089
0,23.100000381469727,0,1,29,1,4.5,0,0,533.6100463867188,841
0,14.753999710083008,0,0,63,5,0.20000000298023224,0,0,217.68051147460938,3969
0,128.6999969482422,1,0,44,4,195.0,0,1,16563.689453125,1936
1,32.43000030517578,0,0,49,1,-2.2179999351501465,1,0,1051.7049560546875,2401
1,37.380001068115234,1,0,61,2,100.46900177001953,1,1,1397.2645263671875,3721
0,55.37699890136719,1,0,38,4,4.25600004196167,0,1,3066.612060546875,1444
1,76.94100189208984,1,0,38,4,42.04999923706055,0,1,5919.91796875,1444
1,38.71200180053711,1,0,38,4,7.465000152587891,1,0,1498.619140625,1444
0,77.94000244140625,1,0,36,4,2.549999952316284,0,0,6074.64404296875,1296
1,24.6299991607666,1,0,43,2,3.0199999809265137,1,0,606.6368408203125,1849
0,52.21500015258789,1,0,50,5,-13.968000411987305,0,0,2726.40625,2500
1,20.969999313354492,0,0,38,3,-5.546999931335449,0,0,439.7408752441406,1444
0,47.06999969482422,1,0,28,2,2.499000072479248,0,0,2215.5849609375,784
0,13.77299976348877,0,0,52,3,0.04899999871850014,0,0,189.69552612304688,2704
0,20.44499969482422,0,0,31,3,0.8489999771118164,0,0,417.9980163574219,961
1,12.86400032043457,0,0,49,4,2.377000093460083,1,0,165.4824981689453,2401
1,38.888999938964844,0,1,28,1,35.45000076293945,1,1,1512.3543701171875,784
0,11.25,1,0,38,4,0.49900001287460327,0,0,126.5625,1444
0,23.264999389648438,0,0,31,1,0.9990000128746033,0,0,541.2601928710938,961
0,57.64500045776367,0,1,43,2,49.79999923706055,0,0,3322.946044921875,1849
1,82.27799987792969,1,0,52,4,72.76200103759766,1,1,6769.66943359375,2704
0,14.12399959564209,0,0,53,3,8.699999809265137,0,1,199.48736572265625,2809
0,21.305999755859375,1,0,26,3,10.0,0,0,453.94561767578125,676
1,86.69999694824219,1,0,47,2,145.13900756835938,1,1,7516.8896484375,2209
1,97.84500122070312,1,1,39,2,203.1999969482422,1,1,9573.64453125,1521
1,99.4800033569336,1,0,35,3,109.39900207519531,0,1,9896.271484375,1225
1,26.525999069213867,0,1,37,3,-0.699999988079071,0,0,703.6286010742188,1369
0,17.402999877929688,0,0,45,8,0.0,0,0,302.8644104003906,2025
0,10.199999809265137,0,1,25,1,0.0,0,0,104.03999328613281,625
0,15.3149995803833,0,0,42,4,0.25,0,0,234.54920959472656,1764
1,29.88599967956543,1,0,47,4,21.950000762939453,1,1,893.1729736328125,2209
0,14.039999961853027,0,0,52,1,0.0,0,0,197.12159729003906,2704
0,19.961999893188477,0,0,27,2,-13.0,0,0,398.4814453125,729
1,14.579999923706055,0,1,30,1,0.0,0,0,212.57640075683594,900
0,61.44599914550781,1,0,36,3,135.49600219726562,0,1,3775.61083984375,1296
0,16.113000869750977,1,0,35,5,6.263000011444092,0,1,259.6287841796875,1225
1,31.889999389648438,1,0,47,4,8.173999786376953,1,0,1016.9720458984375,2209
0,21.0,1,0,53,3,-0.5,0,0,441.0,2809
0,11.901000022888184,1,0,46,7,0.25699999928474426,0,0,141.63380432128906,2116
0,11.232000350952148,0,0,26,2,-0.06499999761581421,0,0,126.15782928466797,676
0,22.464000701904297,0,1,29,2,1.680999994277954,0,1,504.6313171386719,841
1,67.05599975585938,1,0,37,3,31.25,1,0,4496.50732421875,1369
0,16.860000610351562,0,1,42,1,0.0,0,0,284.2596130371094,1764
0,38.94900131225586,1,0,58,2,19.94700050354004,0,1,1517.024658203125,3364
1,66.40499877929688,1,0,47,4,41.297000885009766,0,0,4409.6240234375,2209
0,10.355999946594238,1,0,31,4,1.5399999618530273,0,0,107.24673461914062,961
0,32.880001068115234,1,0,40,5,7.5,0,0,1081.094482421875,1600
0,33.012001037597656,0,0,35,3,0.19900000095367432,0,0,1089.792236328125,1225
0,12.82800006866455,0,0,43,5,0.0,0,0,164.55758666992188,1849
1,17.850000381469727,1,0,27,6,2.7799999713897705,1,0,318.6225280761719,729
0,14.35200023651123,0,0,55,2,-0.5,0,0,205.9799041748047,3025
0,48.077999114990234,0,0,34,1,4.5,0,1,2311.493896484375,1156
1,51.150001525878906,0,1,38,1,28.600000381469727,1,1,2616.32275390625,1444
1,32.361000061035156,0,0,33,1,11.800000190734863,1,0,1047.234375,1089
0,18.239999771118164,0,0,37,3,0.0,0,0,332.6976013183594,1369
0,19.347000122070312,1,0,33,3,0.0,0,0,374.3064270019531,1089
0,46.38600158691406,1,0,34,4,0.6000000238418579,0,0,2151.6611328125,1156
0,18.09000015258789,0,0,64,1,5.499000072479248,0,1,327.24810791015625,4096
1,77.01599884033203,1,0,47,2,77.9749984741211,1,0,5931.4638671875,2209
0,17.625,0,0,52,1,1.7999999523162842,0,1,310.640625,2704
0,46.13999938964844,1,0,33,5,25.649999618530273,0,1,2128.899658203125,1089
1,42.779998779296875,0,1,50,1,30.200000762939453,1,0,1830.1282958984375,2500
1,94.9800033569336,1,0,37,2,15.0,1,0,9021.201171875,1369
1,60.29999923706055,1,0,47,4,96.5999984741211,1,0,3636.08984375,2209
1,35.505001068115234,1,0,25,3,16.25,1,1,1260.6051025390625,625
1,40.54499816894531,1,0,34,3,2.5,0,0,1643.8968505859375,1156
1,17.92799949645996,0,0,28,4,-0.3499999940395355,0,0,321.4131774902344,784
0,13.793999671936035,1,0,28,4,0.0,0,0,190.27442932128906,784
0,16.277999877929688,0,0,25,3,0.0,0,0,264.9732666015625,625
0,43.0890007019043,1,0,39,4,-4.099999904632568,0,0,1856.6619873046875,1521
0,20.018999099731445,1,0,54,3,41.79999923706055,0,1,400.76031494140625,2916
0,27.020999908447266,0,0,56,1,34.39699935913086,0,0,730.1344604492188,3136
0,12.899999618530273,0,0,37,3,-2.0,0,0,166.4099884033203,1369
1,19.440000534057617,0,1,37,3,-0.42500001192092896,0,0,377.91363525390625,1369
1,65.09700012207031,1,1,36,4,8.798999786376953,0,0,4237.61962890625,1296
1,37.79100036621094,1,0,52,2,6.599999904632568,0,1,1428.15966796875,2704
0,79.43399810791016,1,0,41,4,-5.1539998054504395,0,0,6309.76025390625,1681
0,18.444000244140625,0,0,55,1,12.994000434875488,0,1,340.18115234375,3025
0,30.836999893188477,1,0,36,3,-2.4000000953674316,0,0,950.9205322265625,1296
0,15.84000015258789,0,0,32,1,1.0,0,0,250.90560913085938,1024
1,22.21500015258789,0,1,53,1,-6.150000095367432,0,0,493.5062255859375,2809
0,14.51099967956543,0,0,43,5,0.6000000238418579,0,1,210.56910705566406,1849
1,40.2239990234375,0,0,34,3,-4.186999797821045,1,0,1617.9700927734375,1156
1,28.079999923706055,0,0,43,4,3.75,1,0,788.4863891601562,1849
0,21.305999755859375,0,0,32,1,2.0999999046325684,0,0,453.94561767578125,1024
1,37.35900115966797,1,0,61,2,-2.0380001068115234,0,0,1395.6949462890625,3721
1,48.21900177001953,1,0,34,3,19.099000930786133,1,0,2325.072021484375,1156
0,159.6959991455078,1,0,39,2,90.55000305175781,0,1,25502.8125,1521
1,55.5629997253418,1,0,37,2,56.053001403808594,0,1,3087.246826171875,1369
0,23.04599952697754,0,1,43,1,0.39899998903274536,0,0,531.1181030273438,1849
1,77.52300262451172,1,0,48,4,23.152000427246094,1,0,6009.81591796875,2304
0,95.18399810791016,1,0,45,5,128.35000610351562,0,1,9059.9931640625,2025
0,33.27000045776367,0,1,25,4,1.100000023841858,0,0,1106.8929443359375,625
0,49.86600112915039,1,0,56,3,11.300000190734863,0,1,2486.6181640625,3136
1,37.37699890136719,1,0,55,3,28.0,1,0,1397.0400390625,3025
0,36.117000579833984,1,0,55,2,37.79399871826172,0,1,1304.437744140625,3025
1,54.25199890136719,1,0,44,4,17.28499984741211,1,1,2943.279296875,1936
0,76.93800354003906,1,0,45,4,551.0999755859375,0,1,5919.45654296875,2025
0,17.08799934387207,0,0,48,3,0.0,0,0,291.9997253417969,2304
0,26.493000030517578,1,0,28,5,-0.20000000298023224,0,0,701.8790283203125,784
1,102.18900299072266,1,0,44,2,107.25700378417969,1,1,10442.5927734375,1936
1,52.40999984741211,0,1,51,1,152.2899932861328,1,1,2746.80810546875,2601
0,79.53600311279297,1,0,40,5,15.5,0,0,6325.9755859375,1600
0,80.0790023803711,1,0,46,3,59.1150016784668,0,1,6412.646484375,2116
0,45.810001373291016,0,1,30,1,-2.700000047683716,0,0,2098.55615234375,900
0,19.799999237060547,0,0,49,1,-2.4000000953674316,0,0,392.03997802734375,2401
1,39.599998474121094,1,0,28,2,2.5910000801086426,1,0,1568.159912109375,784
1,17.280000686645508,0,1,50,4,0.0,0,0,298.5984191894531,2500
1,48.119998931884766,1,0,44,4,20.299999237060547,1,1,2315.5341796875,1936
0,15.539999961853027,1,0,47,2,0.7269999980926514,0,0,241.49159240722656,2209
1,51.060001373291016,1,0,52,5,-5.301000118255615,0,0,2607.123779296875,2704
0,28.844999313354492,0,1,27,2,0.699999988079071,0,0,832.0339965820312,729
1,29.8799991607666,0,0,62,1,44.23699951171875,1,0,892.8143310546875,3844
1,48.3120002746582,1,0,41,4,-4.635000228881836,0,0,2334.04931640625,1681
0,36.52199935913086,1,1,39,2,28.05699920654297,0,1,1333.8564453125,1521
0,21.167999267578125,1,0,43,2,4.271999835968018,0,0,448.0841979980469,1849
0,37.481998443603516,1,0,53,3,14.800000190734863,0,1,1404.900146484375,2809
0,52.31999969482422,1,0,26,2,-1.600000023841858,0,0,2737.38232421875,676
0,31.575000762939453,1,1,33,2,0.35600000619888306,0,0,996.9806518554688,1089
0,25.226999282836914,1,0,57,4,-0.625,0,0,636.4014892578125,3249
0,49.428001403808594,1,0,33,4,-1.7999999523162842,0,0,2443.12744140625,1089
0,77.33399963378906,1,0,34,3,95.9990005493164,0,1,5980.54736328125,1156
1,22.992000579833984,1,0,26,2,8.420000076293945,1,0,528.632080078125,676
0,63.207000732421875,1,0,42,5,-47.5,0,0,3995.125,1764
0,24.714000701904297,1,0,54,3,0.25,0,0,610.7818603515625,2916
1,11.430000305175781,1,0,45,4,-0.035999998450279236,0,0,130.64491271972656,2025
0,36.09000015258789,1,0,34,4,1.4589999914169312,0,0,1302.4881591796875,1156
0,23.166000366210938,1,0,55,3,-5.400000095367432,0,0,536.66357421875,3025
1,31.722000122070312,1,0,34,3,2.0,1,0,1006.2852783203125,1156
1,22.54199981689453,1,0,47,3,30.899999618530273,0,1,508.1417541503906,2209
1,48.46799850463867,1,0,43,6,44.097999572753906,1,0,2349.14697265625,1849
1,29.95800018310547,0,1,30,1,2.299999952316284,0,0,897.4817504882812,900
1,35.67599868774414,1,0,60,4,-0.996999979019165,0,0,1272.77685546875,3600
1,28.086000442504883,1,0,38,4,1.4989999532699585,1,0,788.8234252929688,1444
1,30.0,1,0,31,2,11.600000381469727,1,1,900.0,961
1,31.208999633789062,1,0,43,2,-0.25,0,0,974.0016479492188,1849
0,10.163999557495117,0,0,32,5,-1.0019999742507935,0,0,103.306884765625,1024
1,46.72200012207031,1,0,59,5,-7.150000095367432,0,0,2182.9453125,3481
0,24.690000534057617,0,0,28,1,0.75,0,0,609.5961303710938,784
0,36.638999938964844,1,0,30,4,-11.0,0,0,1342.416259765625,900
1,30.077999114990234,1,0,52,2,-17.5310001373291,1,0,904.68603515625,2704
0,18.429000854492188,0,0,37,3,-3.197000026702881,0,0,339.6280822753906,1369
1,11.324999809265137,0,0,58,2,2.5999999046325684,1,0,128.255615234375,3364
0,47.637001037597656,0,1,48,2,8.029999732971191,0,1,2269.283935546875,2304
0,13.472999572753906,0,0,51,2,0.5,0,0,181.52171325683594,2601
0,59.229000091552734,1,0,38,5,-8.751999855041504,0,0,3508.074462890625,1444
0,64.95600128173828,1,0,59,3,5.980000019073486,0,1,4219.2822265625,3481
0,45.029998779296875,1,0,36,5,-8.10099983215332,0,0,2027.7008056640625,1296
0,10.581000328063965,0,0,48,1,0.0,0,0,111.95756530761719,2304
0,48.582000732421875,1,1,61,2,16.799999237060547,0,0,2360.210693359375,3721
1,114.39600372314453,1,0,53,2,141.5500030517578,1,1,13086.4453125,2809
0,54.29999923706055,0,0,27,1,2.5,0,0,2948.489990234375,729
0,24.996000289916992,0,1,47,1,-24.799999237060547,0,0,624.800048828125,2209
0,34.79399871826172,1,0,44,2,27.208999633789062,0,0,1210.622314453125,1936
1,41.03099822998047,1,0,37,2,60.45899963378906,1,1,1683.5428466796875,1369
0,11.26200008392334,1,0,44,4,0.06700000166893005,0,0,126.83264923095703,1936
1,60.09000015258789,1,0,28,4,13.899999618530273,1,0,3610.80810546875,784
1,52.659000396728516,1,0,33,4,3.4000000953674316,0,0,2772.97021484375,1089
1,70.58999633789062,1,0,34,2,8.600000381469727,1,0,4982.94775390625,1156
0,56.71200180053711,1,0,60,2,207.01199340820312,0,1,3216.251220703125,3600
0,28.44300079345703,0,0,30,1,-8.899999618530273,0,0,809.0042724609375,900
1,42.915000915527344,0,1,49,1,22.200000762939453,0,0,1841.697265625,2401
0,110.89199829101562,1,0,54,2,377.5,0,1,12297.03515625,2916
0,26.399999618530273,1,0,52,3,83.4000015258789,0,1,696.9599609375,2704
0,21.386999130249023,0,0,34,1,2.700000047683716,0,0,457.4037170410156,1156
1,74.625,1,0,46,4,21.135000228881836,0,0,5568.890625,2116
1,68.79000091552734,1,0,59,5,27.5,1,1,4732.064453125,3481
1,44.53499984741211,1,1,26,2,46.50699996948242,1,0,1983.3662109375,676
1,29.73900032043457,0,1,41,1,-7.25,1,0,884.4081420898438,1681
0,36.54899978637695,0,0,33,1,-3.1500000953674316,0,1,1335.829345703125,1089
1,27.965999603271484,1,0,27,2,-0.4699999988079071,1,0,782.0971069335938,729
0,62.80799865722656,1,0,33,3,-2.799999952316284,0,0,3944.8447265625,1089
0,17.399999618530273,0,1,54,1,34.0,0,1,302.7599792480469,2916
0,28.659000396728516,0,0,51,1,29.599000930786133,0,0,821.3383178710938,2601
0,21.09000015258789,0,0,49,1,19.499000549316406,0,1,444.7881164550781,2401
1,16.31999969482422,1,0,59,5,5.0,1,0,266.3423767089844,3481
0,26.034000396728516,1,0,62,6,0.800000011920929,0,0,677.7691650390625,3844
0,55.53900146484375,1,0,57,2,9.369999885559082,0,1,3084.58056640625,3249
1,77.46900177001953,1,0,36,2,-5.900000095367432,0,0,6001.4462890625,1296
1,29.018999099731445,1,0,34,5,1.9479999542236328,1,0,842.102294921875,1156
0,28.079999923706055,1,0,26,4,-4.099999904632568,0,0,788.4863891601562,676
0,21.450000762939453,1,0,35,5,1.0,0,0,460.1025390625,1225
0,27.621000289916992,1,0,56,2,39.965999603271484,0,0,762.919677734375,3136
0,30.405000686645508,0,0,37,4,-0.949999988079071,0,0,924.4640502929688,1369
0,12.11400032043457,0,0,35,3,0.0,0,0,146.74900817871094,1225
0,31.47599983215332,1,0,29,2,-9.699999809265137,0,0,990.7385864257812,841
1,74.19599914550781,1,0,47,4,148.0,1,0,5505.04638671875,2209
0,79.54499816894531,1,0,59,2,87.89700317382812,0,1,6327.40673828125,3481
0,39.46500015258789,1,0,32,5,-4.750999927520752,0,0,1557.4862060546875,1024
1,29.523000717163086,1,1,37,4,-1.8940000534057617,0,0,871.6075439453125,1369
0,34.470001220703125,1,0,55,4,-2.0,0,0,1188.1810302734375,3025
0,24.540000915527344,1,0,30,4,-8.899999618530273,0,0,602.211669921875,900
0,34.53900146484375,1,0,44,7,0.20000000298023224,0,0,1192.942626953125,1936
0,21.989999771118164,1,0,26,5,0.0,0,0,483.5600891113281,676
1,78.98999786376953,1,0,60,3,271.8590087890625,1,1,6239.419921875,3600
0,10.836000442504883,0,0,42,3,0.0,0,0,117.41890716552734,1764
0,39.43199920654297,1,0,47,5,-8.0,0,0,1554.882568359375,2209
0,78.91799926757812,1,1,48,2,46.5,0,1,6228.05078125,2304
0,37.31999969482422,1,0,63,2,4.0,0,0,1392.7823486328125,3969
0,10.199999809265137,0,0,25,1,-1.2000000476837158,0,0,104.03999328613281,625
0,14.678999900817871,1,0,37,4,-0.375,0,0,215.47303771972656,1369
1,29.618999481201172,1,1,59,2,58.61600112915039,1,1,877.28515625,3481
0,17.850000381469727,0,1,26,1,0.0,0,0,318.6225280761719,676
1,20.163000106811523,0,1,38,1,1.0,0,0,406.54656982421875,1444
1,18.215999603271484,0,0,31,3,-5.875,1,0,331.8226318359375,961
1,75.7979965209961,1,0,48,4,-0.949999988079071,0,0,5745.33642578125,2304
0,21.975000381469727,0,1,40,1,-5.400000095367432,0,0,482.900634765625,1600
0,10.710000038146973,0,0,28,2,-1.3700000047683716,0,0,114.7041015625,784
1,31.33799934387207,0,0,62,1,59.5,1,0,982.0701904296875,3844
0,14.17199993133545,1,0,37,6,-1.0,0,0,200.8455810546875,1369
1,41.54999923706055,1,1,41,5,4.025000095367432,1,0,1726.4024658203125,1681
0,22.18199920654297,1,0,26,8,2.135999917984009,0,0,492.04107666015625,676
1,44.051998138427734,1,0,54,2,136.6999969482422,1,1,1940.5784912109375,2916
0,19.110000610351562,0,0,34,1,12.0,0,0,365.1921081542969,1156
1,36.875999450683594,1,0,36,4,34.29999923706055,0,1,1359.83935546875,1296
1,49.74599838256836,0,1,48,1,14.24899959564209,1,1,2474.664306640625,2304
1,47.547000885009766,1,0,34,4,-0.20000000298023224,0,1,2260.71728515625,1156
0,38.084999084472656,1,0,38,4,25.347000122070312,0,0,1450.4671630859375,1444
0,43.86600112915039,1,0,48,2,72.4749984741211,0,0,1924.22607421875,2304
0,32.01599884033203,1,0,26,3,-0.10000000149011612,0,0,1025.024169921875,676
0,45.36000061035156,0,0,28,1,-4.5,0,0,2057.529541015625,784
0,28.145999908447266,1,0,31,5,-3.299999952316284,0,0,792.1973266601562,961
0,26.259000778198242,0,1,27,1,-4.974999904632568,0,0,689.5350952148438,729
0,17.309999465942383,0,1,25,1,0.574999988079071,0,0,299.6360778808594,625
0,49.3650016784668,1,0,64,2,-10.001999855041504,0,1,2436.9033203125,4096
0,20.309999465942383,0,0,56,2,17.200000762939453,0,0,412.4960632324219,3136
0,24.94499969482422,1,0,42,3,-3.490000009536743,0,0,622.2529907226562,1764
1,34.40399932861328,1,0,43,4,-11.529999732971191,0,0,1183.6351318359375,1849
0,22.6200008392334,0,0,58,2,24.999000549316406,0,1,511.6644287109375,3364
0,10.800000190734863,0,0,55,3,-0.30000001192092896,0,0,116.64000701904297,3025
1,20.80500030517578,0,1,35,1,5.300000190734863,1,0,432.8480224609375,1225
1,30.558000564575195,1,0,62,4,4.798999786376953,0,0,933.7913818359375,3844
0,25.464000701904297,1,0,28,3,6.408999919891357,0,0,648.4153442382812,784
0,32.24100112915039,1,0,54,5,-15.550000190734863,0,0,1039.482177734375,2916
0,58.577999114990234,1,0,39,2,2.694000005722046,0,0,3431.382080078125,1521
0,17.15999984741211,1,0,33,6,0.0,0,0,294.4656066894531,1089
1,21.72599983215332,1,0,41,4,7.320000171661377,1,1,472.0190734863281,1681
1,29.784000396728516,1,0,62,5,0.7789999842643738,0,0,887.086669921875,3844
0,24.642000198364258,1,0,36,4,22.600000381469727,0,0,607.2281494140625,1296
0,14.399999618530273,1,0,48,4,56.38800048828125,0,0,207.3599853515625,2304
1,57.46500015258789,1,0,42,3,16.600000381469727,1,1,3302.226318359375,1764
0,14.760000228881836,0,0,61,2,6.64900016784668,0,0,217.85760498046875,3721
0,16.062000274658203,0,0,33,3,0.0,0,0,257.98785400390625,1089
0,34.10100173950195,0,0,37,1,-0.15000000596046448,0,0,1162.8782958984375,1369
0,57.630001068115234,1,1,36,6,51.92499923706055,0,1,3321.217041015625,1296
1,41.564998626708984,1,0,48,2,14.298999786376953,0,0,1727.649169921875,2304
1,17.399999618530273,1,0,27,4,-0.2919999957084656,1,0,302.7599792480469,729
0,29.499000549316406,1,0,59,3,122.55500030517578,0,1,870.1910400390625,3481
0,28.6200008392334,1,1,41,4,0.8999999761581421,0,0,819.1044311523438,1681
0,13.253999710083008,0,1,25,1,-5.300000190734863,0,0,175.6685028076172,625
0,28.04400062561035,1,0,40,4,-5.489999771118164,0,0,786.4659423828125,1600
1,40.44599914550781,1,1,35,3,-7.816999912261963,1,0,1635.87890625,1225
0,70.58999633789062,1,0,48,4,3.6989998817443848,0,0,4982.94775390625,2304
0,17.172000885009766,1,0,47,7,0.004000000189989805,0,0,294.87762451171875,2209
0,14.574000358581543,0,0,51,1,28.420000076293945,0,0,212.4014892578125,2601
0,24.347999572753906,1,0,26,2,1.2000000476837158,0,0,592.8250732421875,676
0,15.84000015258789,1,0,45,2,0.30000001192092896,0,0,250.90560913085938,2025
1,60.36000061035156,1,0,32,2,-0.800000011920929,0,0,3643.32958984375,1024
1,28.715999603271484,0,0,43,2,19.304000854492188,1,0,824.608642578125,1849
0,17.423999786376953,1,0,52,3,-0.035999998450279236,0,0,303.59576416015625,2704
0,56.084999084472656,1,0,37,2,21.600000381469727,0,0,3145.527099609375,1369
0,17.832000732421875,1,0,27,4,0.06300000101327896,0,0,317.9802551269531,729
0,24.621000289916992,1,0,26,5,3.684000015258789,0,0,606.1936645507812,676
0,30.899999618530273,1,0,28,4,1.8250000476837158,0,1,954.8099975585938,784
1,46.87200164794922,1,0,43,4,23.99799919128418,0,0,2196.984619140625,1849
0,15.359999656677246,0,0,50,3,-3.490000009536743,0,0,235.92959594726562,2500
0,16.844999313354492,0,1,34,1,0.30000001192092896,0,0,283.7539978027344,1156
0,21.0,1,0,27,5,-3.4000000953674316,0,0,441.0,729
0,43.40999984741211,1,0,41,4,3.0,0,0,1884.4281005859375,1681
1,61.986000061035156,1,0,39,4,5.599999904632568,1,0,3842.26416015625,1521
0,10.697999954223633,1,0,28,5,-0.30000001192092896,0,0,114.44720458984375,784
0,46.48500061035156,1,0,47,4,-4.599999904632568,0,0,2160.855224609375,2209
1,39.27899932861328,1,0,42,4,17.899999618530273,1,0,1542.83984375,1764
0,44.231998443603516,1,0,28,3,-1.5,0,1,1956.4697265625,784
0,33.020999908447266,0,0,42,1,-3.88700008392334,0,0,1090.386474609375,1764
1,83.25,1,0,39,2,84.0,1,0,6930.5625,1521
1,14.52299976348877,1,0,60,5,7.748000144958496,0,0,210.9175262451172,3600
0,15.980999946594238,0,0,26,4,0.6489999890327454,0,0,255.39236450195312,676
1,12.156000137329102,0,0,36,3,1.0,1,1,147.76834106445312,1296
1,29.295000076293945,1,0,45,8,-0.382999986410141,1,0,858.197021484375,2025
0,33.17100143432617,1,0,34,3,0.32499998807907104,0,0,1100.3153076171875,1156
0,16.59000015258789,0,0,28,1,-0.10000000149011612,0,0,275.2281188964844,784
