husage,husunion,husearns,huseduc,husblck,hushisp,hushrs,kidge6,earns,age,black,educ,hispanic,union,faminc,husexp,exper,kidlt6,hours,expersq,nwifeinc,inlf,hrwage,lwage
33,,0,12,0,0,0,0,204.0,25,0,11,0,0,17500.0,15,8,1,48,64,6.892000198364258,1,4.25,1.4469189643859863
44,0,500,13,0,0,40,1,300.0,41,0,12,0,0,45000.0,25,23,0,40,529,29.399999618530273,1,7.5,2.0149030685424805
39,0,725,12,0,0,55,1,293.0,42,0,15,0,0,45000.0,21,21,0,40,441,29.763999938964844,1,7.324999809265137,1.9912930727005005
59,1,550,11,0,0,40,0,192.0,58,0,12,0,0,37500.0,42,40,0,24,1600,27.516000747680664,1,8.0,2.079441547393799
52,,0,17,0,0,0,0,0.0,44,0,12,0,,11500.0,29,26,0,0,676,11.5,0,,
40,0,810,12,0,0,90,0,50.0,37,0,16,0,0,37500.0,22,15,1,0,225,34.900001525878906,0,,
42,1,425,18,0,0,40,1,120.0,35,0,12,0,0,32500.0,18,17,0,28,289,26.260000228881836,1,4.285714149475098,1.455287218093872
48,1,480,14,1,0,40,1,200.0,45,1,12,0,0,22500.0,28,27,0,40,729,12.100000381469727,1,5.0,1.6094379425048828
54,,0,13,0,0,40,0,296.0,53,0,18,0,0,37500.0,35,29,0,40,841,22.107999801635742,1,7.400000095367432,2.0014801025390625
55,,0,9,0,1,0,1,150.0,55,0,12,1,1,112500.0,40,37,0,40,1369,104.69999694824219,1,3.75,1.3217558860778809
24,0,342,12,0,0,50,0,0.0,22,0,12,0,,0.0,6,4,0,0,16,0.0,0,,
31,1,440,14,1,0,40,0,330.0,24,1,13,0,1,32500.0,11,5,1,30,25,15.34000015258789,1,11.0,2.397895336151123
48,1,640,10,0,0,40,0,170.0,50,0,13,0,0,67500.0,32,31,0,45,961,58.65999984741211,1,3.777777671813965,1.3291358947753906
47,0,420,12,0,0,50,0,1000.0,47,0,12,0,0,112500.0,29,29,0,72,841,60.5,1,13.88888931274414,2.631089210510254
30,0,520,12,1,0,40,1,300.0,30,1,12,0,0,13750.0,12,12,0,48,144,0.0,1,6.25,1.8325815200805664
34,,0,12,0,0,0,1,0.0,32,0,12,0,,22500.0,16,14,0,0,196,22.5,0,,
38,0,375,12,0,0,53,1,218.0,32,0,11,0,0,22500.0,20,15,0,25,225,11.163999557495117,1,8.720000267028809,2.165619373321533
36,0,1788,16,0,0,35,0,0.0,41,0,18,0,,3000.0,14,17,1,0,289,3.0,0,,
36,,0,12,0,0,20,0,0.0,36,0,12,0,,8750.0,18,18,1,0,324,8.75,0,,
40,,0,11,1,1,0,1,500.0,43,1,12,1,0,13750.0,23,25,0,35,625,0.0,1,14.285714149475098,2.6592600345611572
40,0,720,12,0,0,40,0,0.0,36,0,12,0,,37500.0,22,18,1,0,324,37.5,0,,
27,0,440,12,0,0,40,0,320.0,27,0,12,0,0,3000.0,9,9,1,40,81,0.0,1,8.0,2.079441547393799
44,1,650,14,0,0,48,0,340.0,30,0,16,0,1,112500.0,24,8,0,40,64,94.81999969482422,1,8.5,2.140066146850586
35,1,840,16,0,0,40,0,0.0,31,0,12,0,,45000.0,13,13,1,0,169,45.0,0,,
42,0,200,12,0,0,55,1,238.0,39,0,12,0,1,22500.0,24,21,0,35,441,10.12399959564209,1,6.800000190734863,1.916922688484192
76,,0,6,0,0,0,0,0.0,40,0,12,0,,17500.0,64,22,0,0,484,17.5,0,,
23,0,750,16,0,0,40,0,400.0,25,0,14,0,0,45000.0,1,5,0,40,25,24.200000762939453,1,10.0,2.3025851249694824
48,1,1200,14,0,0,46,1,475.0,45,0,12,0,0,45000.0,28,27,0,0,729,20.299999237060547,0,,
39,0,425,12,0,0,40,0,125.0,35,0,12,0,0,17500.0,21,17,1,0,289,11.0,0,,
33,1,442,12,0,0,40,0,0.0,27,0,12,0,,22500.0,15,9,1,0,81,22.5,0,,
33,0,425,12,0,0,40,1,450.0,32,0,12,0,0,67500.0,15,14,0,40,196,44.099998474121094,1,11.25,2.420368194580078
46,0,617,12,0,0,36,0,0.0,46,0,12,0,,55000.0,28,28,0,0,784,55.0,0,,
40,0,823,18,0,0,60,0,0.0,39,0,18,0,,3000.0,16,15,1,0,225,3.0,0,,
53,0,480,12,1,0,40,0,350.0,43,1,12,0,0,37500.0,35,25,0,0,625,19.299999237060547,0,,
26,0,600,12,0,1,40,0,0.0,23,0,6,1,,17500.0,8,11,1,0,121,17.5,0,,
45,0,122,13,0,0,27,0,585.0,41,0,14,0,0,45000.0,26,21,0,60,441,14.579999923706055,1,9.75,2.2772672176361084
26,,0,10,0,0,0,0,378.0,25,0,11,0,0,0.0,10,8,1,36,64,0.0,1,10.5,2.3513753414154053
31,0,220,8,0,0,32,0,480.0,39,0,16,0,0,6250.0,17,17,1,32,289,0.0,1,15.0,2.70805025100708
40,0,840,16,0,0,40,0,218.0,28,0,8,0,0,45000.0,18,14,1,40,196,33.66400146484375,1,5.449999809265137,1.695615530014038
38,0,480,12,0,0,48,1,294.0,35,0,12,0,0,45000.0,20,17,0,40,289,29.711999893188477,1,7.349999904632568,1.994700312614441
29,1,475,16,0,0,38,0,750.0,26,0,16,0,1,45000.0,7,4,1,50,16,6.0,1,15.0,2.70805025100708
49,1,200,10,0,0,0,1,200.0,49,0,10,0,1,17500.0,33,33,0,24,1089,7.099999904632568,1,8.333333015441895,2.1202635765075684
41,0,360,12,0,0,40,1,289.0,38,0,12,0,0,32500.0,23,20,0,40,400,17.472000122070312,1,7.224999904632568,1.9775471687316895
37,1,559,16,0,0,40,1,900.0,39,0,16,0,1,45000.0,15,17,0,40,289,0.0,1,22.5,3.1135153770446777
43,1,720,12,0,0,39,1,35.0,44,0,12,0,0,45000.0,25,26,0,5,676,43.18000030517578,1,7.0,1.945910096168518
58,,0,12,0,1,0,0,200.0,47,0,12,1,1,37500.0,40,29,0,40,841,27.100000381469727,1,5.0,1.6094379425048828
58,,0,18,0,0,0,0,0.0,52,0,12,0,,45000.0,34,34,0,0,1156,45.0,0,,
37,1,900,16,0,0,45,0,480.0,38,0,13,0,0,3000.0,15,19,1,40,361,0.0,1,12.0,2.4849066734313965
53,0,1216,15,0,0,46,0,0.0,57,0,15,0,,67500.0,32,36,0,0,1296,67.5,0,,
33,0,372,16,0,0,32,0,150.0,30,0,13,0,0,27500.0,11,11,1,25,121,19.700000762939453,1,6.0,1.7917594909667969
34,0,375,12,0,0,60,1,0.0,31,0,12,0,,27500.0,16,13,0,0,169,27.5,0,,
47,0,1000,14,0,0,40,1,1120.0,44,0,14,0,1,55000.0,27,24,0,40,576,0.0,1,28.0,3.332204580307007
47,,0,16,0,0,70,0,0.0,52,0,16,0,,32500.0,25,30,0,0,900,32.5,0,,
34,0,640,14,0,0,40,0,0.0,34,0,12,0,,112500.0,14,16,1,0,256,112.5,0,,
30,0,900,16,0,0,40,0,800.0,31,0,16,0,0,67500.0,8,9,0,40,81,25.899999618530273,1,20.0,2.995732307434082
30,0,700,16,1,0,40,0,800.0,31,1,18,0,0,55000.0,8,7,0,40,49,13.399999618530273,1,20.0,2.995732307434082
64,0,751,12,0,0,44,0,0.0,58,0,6,0,,32500.0,46,46,0,0,2116,32.5,0,,
31,0,525,16,0,0,50,1,290.0,42,0,13,0,0,37500.0,9,23,0,40,529,22.420000076293945,1,7.25,1.9810014963150024
63,0,300,8,0,0,70,0,0.0,57,0,12,0,,32500.0,49,39,0,0,1521,32.5,0,,
68,,0,12,1,0,0,1,405.0,58,1,12,0,0,37500.0,50,40,0,40,1600,16.440000534057617,1,10.125,2.3150076866149902
46,1,1384,16,0,0,50,0,692.0,46,0,18,0,1,3000.0,24,22,0,40,484,0.0,1,17.299999237060547,2.8507063388824463
28,0,1500,18,0,0,80,0,0.0,27,0,16,0,,112500.0,4,5,1,0,25,112.5,0,,
32,1,525,16,0,0,45,0,180.0,32,0,13,0,0,3000.0,10,13,1,14,169,0.0,1,12.857142448425293,2.5538995265960693
39,0,368,13,0,0,40,0,250.0,43,0,12,0,0,17500.0,20,25,0,25,625,4.5,1,10.0,2.3025851249694824
30,0,100,12,0,0,40,0,0.0,30,0,12,0,,27500.0,12,12,1,0,144,27.5,0,,
45,1,376,12,0,0,40,1,76.0,42,0,12,0,0,32500.0,27,24,0,10,576,28.54800033569336,1,7.599999904632568,2.0281481742858887
34,0,1000,16,0,0,40,0,250.0,26,0,13,0,0,55000.0,12,7,1,25,49,42.0,1,10.0,2.3025851249694824
50,,0,16,0,0,40,1,540.0,46,0,16,0,0,67500.0,28,24,0,40,576,39.41999816894531,1,13.5,2.602689743041992
31,,0,12,0,0,60,1,425.0,35,0,12,0,0,55000.0,13,17,0,0,289,32.900001525878906,0,,
39,0,240,15,1,0,32,1,520.0,30,1,12,0,0,55000.0,18,12,0,40,144,27.959999084472656,1,13.0,2.5649492740631104
41,0,500,14,0,0,60,0,0.0,34,0,12,0,,37500.0,21,16,1,0,256,37.5,0,,
64,,0,16,0,0,0,0,0.0,53,0,18,0,,112500.0,42,29,0,0,841,112.5,0,,
32,1,1000,15,0,0,50,0,0.0,33,0,16,0,,55000.0,11,11,1,0,121,55.0,0,,
46,0,1923,18,0,0,60,0,0.0,49,0,16,0,,112500.0,22,27,0,0,729,112.5,0,,
56,0,375,13,0,0,50,0,105.0,58,0,16,0,0,37500.0,37,36,0,0,1296,32.040000915527344,0,,
34,0,930,16,0,0,45,1,0.0,35,0,12,0,,45000.0,12,17,0,0,289,45.0,0,,
28,0,167,12,0,0,40,0,0.0,29,0,12,0,,17500.0,10,11,1,0,121,17.5,0,,
36,0,800,12,0,0,40,0,270.0,31,0,12,0,0,37500.0,18,13,1,40,169,23.459999084472656,1,6.75,1.9095425605773926
32,,0,12,0,0,24,0,0.0,28,0,12,0,,17500.0,14,10,1,0,100,17.5,0,,
37,0,500,12,0,0,60,1,375.0,36,0,12,0,0,67500.0,19,18,0,0,324,48.0,0,,
28,0,220,12,0,0,40,0,200.0,28,0,12,0,0,32500.0,10,10,0,40,100,22.100000381469727,1,5.0,1.6094379425048828
31,0,300,10,0,0,30,0,0.0,26,0,14,0,,27500.0,15,6,1,0,36,27.5,0,,
54,,0,12,0,0,0,0,288.0,51,0,13,0,0,45000.0,36,32,0,40,1024,30.02400016784668,1,7.199999809265137,1.974081039428711
40,1,714,12,0,0,50,1,85.0,41,0,12,0,0,22500.0,22,23,0,21,529,18.079999923706055,1,4.047618865966797,1.3981287479400635
44,,0,14,0,0,65,1,0.0,38,0,14,0,,17500.0,24,18,0,0,324,17.5,0,,
60,,0,12,0,0,0,1,240.0,40,0,14,0,1,112500.0,42,20,0,24,400,100.0199966430664,1,10.0,2.3025851249694824
50,,0,18,0,1,45,1,0.0,45,0,14,1,,112500.0,26,25,0,0,625,112.5,0,,
33,0,360,12,0,0,40,0,0.0,34,0,8,0,,17500.0,15,20,1,0,400,17.5,0,,
42,1,175,12,1,0,0,1,180.0,37,1,14,0,1,6250.0,24,17,0,35,289,0.0,1,5.142857074737549,1.6376087665557861
48,1,821,18,0,0,60,0,770.0,45,0,18,0,0,3000.0,24,21,0,45,441,0.0,1,17.11111068725586,2.8397281169891357
34,0,320,18,0,0,65,0,0.0,37,0,18,0,,11500.0,10,13,1,0,169,11.5,0,,
42,0,360,12,0,0,40,0,0.0,41,0,13,0,,0.0,24,22,0,0,484,0.0,0,,
35,0,1096,18,0,0,50,1,384.0,34,0,17,0,0,112500.0,11,11,0,35,121,92.53199768066406,1,10.971428871154785,2.395294427871704
75,,0,14,0,0,0,0,0.0,38,0,13,0,,13750.0,55,19,0,0,361,13.75,0,,
26,0,480,12,0,0,40,0,288.0,25,0,13,0,0,45000.0,8,6,1,40,36,30.02400016784668,1,7.199999809265137,1.974081039428711
34,0,1200,16,0,0,65,0,0.0,30,0,14,0,,55000.0,12,10,1,0,100,55.0,0,,
31,0,850,18,0,0,60,0,0.0,30,0,18,0,,67500.0,7,6,1,0,36,67.5,0,,
32,0,175,17,0,0,40,0,220.0,30,0,14,0,0,17500.0,9,10,1,40,100,6.059999942779541,1,5.5,1.7047480344772339
45,0,200,13,0,0,60,1,125.0,39,0,12,0,0,27500.0,26,21,0,40,441,21.0,1,3.125,1.1394343376159668
32,,0,12,0,0,40,0,400.0,28,0,12,0,0,17500.0,14,10,1,40,100,0.0,1,10.0,2.3025851249694824
43,,0,12,0,0,24,0,312.0,43,0,12,0,0,55000.0,25,25,0,40,625,38.7760009765625,1,7.800000190734863,2.054123640060425
24,0,540,14,0,0,72,0,325.0,23,0,14,0,0,45000.0,4,3,0,40,9,28.100000381469727,1,8.125,2.0949456691741943
56,0,1067,14,0,0,40,0,1100.0,52,0,18,0,0,112500.0,36,28,0,40,784,55.29999923706055,1,27.5,3.3141860961914062
33,0,400,14,0,0,44,0,350.0,27,0,17,0,1,37500.0,13,4,0,45,16,19.299999237060547,1,7.777777671813965,2.0512707233428955
59,1,498,12,0,0,37,0,0.0,44,0,16,0,,37500.0,41,22,0,0,484,37.5,0,,
57,,0,7,0,0,0,0,400.0,51,0,12,0,0,37500.0,44,33,0,40,1089,16.700000762939453,1,10.0,2.3025851249694824
55,,0,13,0,0,0,0,0.0,55,0,13,0,,27500.0,36,36,0,0,1296,27.5,0,,
45,1,750,17,0,0,40,1,750.0,46,0,17,0,1,67500.0,22,23,0,40,529,28.5,1,18.75,2.9311938285827637
30,0,500,12,0,0,40,0,158.0,28,0,12,0,0,27500.0,12,10,1,30,100,19.284000396728516,1,5.266666889190674,1.6613976955413818
47,0,590,18,0,0,40,1,600.0,44,0,18,0,1,67500.0,23,20,0,40,400,36.29999923706055,1,15.0,2.70805025100708
30,0,700,16,0,0,40,0,0.0,29,0,12,0,,32500.0,8,11,1,0,121,32.5,0,,
37,,0,12,0,0,96,1,0.0,34,0,12,0,,112500.0,19,16,0,0,256,112.5,0,,
39,1,760,12,0,0,40,1,0.0,38,0,12,0,,45000.0,21,20,0,0,400,45.0,0,,
54,1,190,12,0,0,40,0,440.0,53,0,15,0,1,67500.0,36,32,0,0,1024,44.619998931884766,0,,
36,1,600,14,0,0,40,1,176.0,32,0,14,0,0,37500.0,16,12,0,30,144,28.347999572753906,1,5.866666793823242,1.7692866325378418
46,0,1150,16,0,0,44,1,220.0,47,0,14,0,0,3000.0,24,27,0,40,729,0.0,1,5.5,1.7047480344772339
33,0,720,13,0,0,40,1,800.0,42,0,16,0,0,112500.0,14,20,0,40,400,70.9000015258789,1,20.0,2.995732307434082
48,1,624,12,0,0,58,1,403.0,47,0,12,0,0,55000.0,30,29,0,40,841,34.04399871826172,1,10.074999809265137,2.3100571632385254
41,,0,15,0,1,50,1,300.0,39,0,16,0,0,22500.0,20,17,0,40,289,6.900000095367432,1,7.5,2.0149030685424805
27,0,250,10,0,0,30,0,200.0,23,0,12,0,0,17500.0,11,5,0,40,25,7.099999904632568,1,5.0,1.6094379425048828
29,0,682,16,0,0,40,0,350.0,30,0,16,0,0,45000.0,7,8,0,40,64,26.799999237060547,1,8.75,2.169053792953491
38,0,1300,16,0,0,45,0,0.0,43,0,16,0,,112500.0,16,21,1,0,441,112.5,0,,
47,,0,12,0,0,60,0,0.0,38,0,18,0,,45000.0,29,14,0,0,196,45.0,0,,
69,,0,16,0,0,0,0,0.0,36,0,14,0,,22500.0,47,16,0,0,256,22.5,0,,
38,1,1923,16,0,0,50,1,560.0,37,0,14,0,0,112500.0,16,17,0,50,289,83.37999725341797,1,11.199999809265137,2.4159138202667236
39,1,700,12,0,0,44,0,0.0,26,0,12,0,,37500.0,21,8,1,0,64,37.5,0,,
43,,0,17,0,0,75,1,0.0,41,0,16,0,,112500.0,20,19,0,0,361,112.5,0,,
44,,0,12,0,0,0,1,0.0,44,0,12,0,,27500.0,26,26,0,0,676,27.5,0,,
62,,0,16,0,0,0,0,0.0,59,0,16,0,,37500.0,40,37,0,0,1369,37.5,0,,
44,,0,13,0,0,60,1,250.0,42,0,12,0,0,37500.0,25,24,0,35,576,24.5,1,7.142857074737549,1.9661128520965576
58,0,846,14,0,0,40,0,160.0,57,0,12,0,0,27500.0,38,39,0,21,1521,19.18000030517578,1,7.61904764175415,2.030651330947876
43,0,961,18,0,0,40,1,577.0,41,0,13,0,0,3000.0,19,22,0,40,484,0.0,1,14.425000190734863,2.6689627170562744
28,0,1923,16,0,0,60,0,615.0,27,0,16,0,0,3000.0,6,5,0,40,25,0.0,1,15.375,2.7327427864074707
36,0,400,2,0,0,40,0,0.0,35,0,13,0,,17500.0,28,16,0,0,256,17.5,0,,
48,0,715,12,0,0,40,1,515.0,39,0,18,0,1,45000.0,30,15,0,50,225,18.219999313354492,1,10.300000190734863,2.332144021987915
20,0,280,11,0,0,40,0,210.0,19,0,10,0,0,17500.0,3,3,1,30,9,6.579999923706055,1,7.0,1.945910096168518
35,1,700,17,0,0,40,0,700.0,34,0,17,0,1,67500.0,12,11,1,40,121,31.100000381469727,1,17.5,2.862200975418091
55,1,650,2,1,0,40,1,250.0,53,1,16,0,0,37500.0,47,31,0,40,961,24.5,1,6.25,1.8325815200805664
45,1,800,12,0,0,32,0,240.0,41,0,12,0,0,3000.0,27,23,0,0,529,0.0,0,,
39,,0,14,0,0,0,1,0.0,37,0,12,0,,0.0,19,19,0,0,361,0.0,0,,
31,0,260,9,0,1,40,0,0.0,25,1,9,0,,13750.0,16,10,1,0,100,13.75,0,,
28,0,280,12,0,0,40,0,0.0,29,0,12,0,,22500.0,10,11,1,0,121,22.5,0,,
50,1,805,13,1,0,32,0,0.0,46,1,13,0,,45000.0,31,27,1,0,729,45.0,0,,
38,0,950,16,0,0,50,0,240.0,32,0,16,1,0,55000.0,16,10,1,48,100,42.52000045776367,1,5.0,1.6094379425048828
25,0,400,12,0,0,40,1,206.0,26,0,12,0,0,27500.0,7,8,0,40,64,16.788000106811523,1,5.150000095367432,1.6389967203140259
43,0,300,14,0,0,45,0,0.0,39,0,14,0,,22500.0,23,19,1,0,361,22.5,0,,
50,,0,12,0,0,0,0,208.0,38,0,12,0,0,11500.0,32,20,0,35,400,0.6840000152587891,1,5.942857265472412,1.7821900844573975
56,0,800,9,0,0,40,0,500.0,53,0,12,0,0,45000.0,41,35,0,40,1225,19.0,1,12.5,2.525728702545166
31,,0,12,0,0,40,1,0.0,31,0,12,0,,32500.0,13,13,0,0,169,32.5,0,,
48,0,285,13,0,0,54,0,300.0,41,0,13,0,0,32500.0,29,22,0,40,484,16.899999618530273,1,7.5,2.0149030685424805
42,,0,12,0,0,28,0,340.0,44,0,12,0,0,0.0,24,26,0,0,676,0.0,0,,
52,0,850,12,0,0,40,0,360.0,49,0,12,0,0,67500.0,34,31,0,40,961,48.779998779296875,1,9.0,2.1972246170043945
57,0,1700,13,0,0,60,0,0.0,56,0,16,0,,112500.0,38,34,0,0,1156,112.5,0,,
53,0,900,8,0,0,20,1,85.0,37,0,11,0,0,17500.0,39,20,0,20,400,13.079999923706055,1,4.25,1.4469189643859863
55,,0,18,0,0,0,0,500.0,54,0,16,0,0,67500.0,31,32,0,40,1024,41.5,1,12.5,2.525728702545166
45,,0,12,0,0,60,0,0.0,55,0,12,0,,0.0,27,37,0,0,1369,0.0,0,,
42,0,981,18,0,0,48,1,1056.0,46,0,18,0,0,112500.0,18,22,0,45,484,57.5880012512207,1,23.46666717529297,3.155580997467041
32,1,700,16,0,0,40,0,600.0,30,0,16,0,1,67500.0,10,8,1,35,64,36.29999923706055,1,17.14285659790039,2.8415815830230713
27,0,250,12,0,0,48,0,234.0,28,0,12,0,0,22500.0,9,10,0,40,100,10.331999778747559,1,5.849999904632568,1.7664417028427124
37,0,255,12,0,0,30,1,166.0,36,0,12,0,0,22500.0,19,18,0,35,324,13.868000030517578,1,4.742856979370117,1.5566396713256836
25,0,200,12,0,0,52,0,170.0,24,0,11,0,0,11500.0,7,7,0,36,49,2.6600000858306885,1,4.722222328186035,1.5522794723510742
64,0,500,5,1,0,40,1,300.0,54,1,10,0,0,37500.0,53,38,0,40,1444,21.899999618530273,1,7.5,2.0149030685424805
46,0,865,14,0,0,56,0,250.0,43,0,12,0,0,37500.0,26,25,0,40,625,24.5,1,6.25,1.8325815200805664
51,0,320,8,1,0,40,0,320.0,40,1,12,0,0,32500.0,37,22,0,40,484,15.859999656677246,1,8.0,2.079441547393799
58,0,750,12,0,1,40,0,0.0,54,0,14,1,,32500.0,40,34,0,0,1156,32.5,0,,
43,0,450,10,0,0,60,1,200.0,36,0,6,0,0,32500.0,27,24,0,36,576,22.100000381469727,1,5.55555534362793,1.7147983312606812
35,0,326,14,0,0,50,1,225.0,37,0,15,0,0,22500.0,15,16,0,40,256,10.800000190734863,1,5.625,1.727220892906189
30,1,700,12,0,0,45,0,370.0,28,0,12,0,0,45000.0,12,10,1,0,100,25.760000228881836,0,,
44,1,800,12,0,0,40,0,0.0,33,0,12,0,,37500.0,26,15,1,0,225,37.5,0,,
54,,0,10,0,0,60,0,0.0,48,0,9,0,,37500.0,38,33,0,0,1089,37.5,0,,
26,0,351,11,0,0,99,0,119.0,27,0,12,0,1,13750.0,9,9,1,0,81,7.561999797821045,0,,
45,0,615,16,1,0,40,1,731.0,43,1,16,0,1,67500.0,23,21,0,40,441,29.488000869750977,1,18.274999618530273,2.905534029006958
44,0,600,14,0,0,40,1,0.0,40,0,12,0,,27500.0,24,22,0,0,484,27.5,0,,
57,1,816,13,0,0,38,0,192.0,56,0,12,0,0,55000.0,38,38,0,24,1444,45.01599884033203,1,8.0,2.079441547393799
36,,0,12,0,0,0,0,0.0,31,0,12,0,,6250.0,18,13,1,0,169,6.25,0,,
30,0,1500,14,0,0,55,0,0.0,57,0,11,0,,37500.0,10,40,1,0,1600,37.5,0,,
77,,0,12,0,0,0,0,0.0,30,0,16,0,,11500.0,59,8,0,0,64,11.5,0,,
53,,0,12,0,0,0,1,0.0,48,0,12,0,,32500.0,35,30,0,0,900,32.5,0,,
31,0,1250,14,0,0,55,0,0.0,28,0,15,0,,67500.0,11,7,0,0,49,67.5,0,,
52,1,612,9,0,0,40,0,660.0,52,0,12,0,1,67500.0,37,34,0,40,1156,33.18000030517578,1,16.5,2.8033604621887207
42,0,1923,18,0,0,50,0,0.0,40,0,14,0,,112500.0,18,20,1,0,400,112.5,0,,
52,,0,3,0,1,0,0,0.0,52,0,8,0,,22500.0,43,38,0,0,1444,22.5,0,,
52,,0,16,0,0,40,0,130.0,52,0,14,0,0,55000.0,30,32,0,6,1024,48.2400016784668,1,21.66666603088379,3.075774908065796
40,0,1000,18,0,0,40,0,0.0,44,0,18,0,,67500.0,16,20,0,0,400,67.5,0,,
41,1,440,12,0,0,40,1,0.0,32,0,11,0,,27500.0,23,15,0,0,225,27.5,0,,
45,0,500,14,0,0,50,0,360.0,39,0,13,0,0,55000.0,25,20,0,50,400,36.279998779296875,1,7.199999809265137,1.974081039428711
23,0,336,12,0,0,40,0,232.0,23,0,12,0,0,22500.0,5,5,1,40,25,10.435999870300293,1,5.800000190734863,1.7578579187393188
27,0,400,12,0,0,40,0,325.0,24,0,12,0,0,37500.0,9,6,0,40,36,20.600000381469727,1,8.125,2.0949456691741943
53,0,480,12,0,0,40,1,550.0,52,0,12,0,0,45000.0,35,34,0,40,1156,16.399999618530273,1,13.75,2.6210389137268066
34,,0,14,0,0,40,0,0.0,31,0,16,0,,45000.0,14,9,1,0,81,45.0,0,,
46,,0,8,1,0,0,1,0.0,40,1,8,0,,32500.0,32,26,0,0,676,32.5,0,,
50,,0,14,0,0,65,0,200.0,50,0,15,0,0,112500.0,30,29,0,0,841,102.0999984741211,0,,
48,,0,12,0,0,40,0,1250.0,43,0,13,0,0,112500.0,30,24,0,55,576,47.5,1,22.727272033691406,3.123565673828125
61,0,650,13,0,1,40,1,195.0,51,0,18,1,0,55000.0,42,27,0,30,729,44.86000061035156,1,6.5,1.8718022108078003
36,0,750,15,0,0,50,1,225.0,37,0,14,0,0,55000.0,15,17,0,35,289,43.29999923706055,1,6.4285712242126465,1.8607523441314697
36,1,800,17,0,0,50,0,220.0,36,0,14,0,0,45000.0,13,16,1,20,256,33.560001373291016,1,11.0,2.397895336151123
28,0,404,16,0,0,40,0,800.0,28,0,16,0,0,67500.0,6,6,0,0,36,25.899999618530273,0,,
47,0,400,10,0,0,40,0,0.0,36,0,10,0,,32500.0,31,20,1,0,400,32.5,0,,
60,0,1462,18,0,0,60,1,0.0,48,0,14,0,,112500.0,36,28,0,0,784,112.5,0,,
29,,0,14,0,0,60,0,275.0,26,0,16,0,1,22500.0,9,4,1,60,16,8.199999809265137,1,4.583333492279053,1.5224266052246094
45,,0,12,0,0,0,0,0.0,43,0,12,0,,27500.0,27,25,0,0,625,27.5,0,,
45,,0,16,0,0,50,1,252.0,44,0,14,0,0,112500.0,23,24,0,40,576,99.39600372314453,1,6.300000190734863,1.8405497074127197
31,0,890,16,0,0,50,0,615.0,31,0,16,0,0,67500.0,9,9,0,40,81,35.52000045776367,1,15.375,2.7327427864074707
31,0,1200,16,0,0,64,0,0.0,28,0,13,0,,45000.0,9,9,1,0,81,45.0,0,,
42,,0,12,0,0,0,0,0.0,39,0,12,0,,0.0,24,21,0,0,441,0.0,0,,
35,1,353,12,0,0,40,0,0.0,33,0,12,0,,17500.0,17,15,1,0,225,17.5,0,,
37,0,900,16,0,0,45,0,500.0,37,0,18,0,1,67500.0,15,13,0,45,169,41.5,1,11.11111068725586,2.4079456329345703
26,0,480,12,0,0,40,0,560.0,24,0,12,0,0,45000.0,8,6,0,40,36,15.880000114440918,1,14.0,2.6390573978424072
31,0,250,12,0,0,40,0,0.0,33,0,12,0,,11500.0,13,15,1,0,225,11.5,0,,
56,1,1050,9,0,0,60,0,0.0,51,0,12,0,,55000.0,41,33,0,0,1089,55.0,0,,
23,0,180,12,0,1,40,0,0.0,21,0,12,1,,13750.0,5,3,1,0,9,13.75,0,,
46,,0,13,1,0,55,0,154.0,51,1,12,0,1,112500.0,27,33,0,0,1089,104.49199676513672,0,,
49,,0,12,1,0,0,0,480.0,49,1,12,0,0,22500.0,31,31,0,40,961,0.0,1,12.0,2.4849066734313965
45,,0,12,0,0,40,1,0.0,46,0,12,0,,13750.0,27,28,0,0,784,13.75,0,,
53,,0,15,0,0,98,0,500.0,51,0,14,0,0,55000.0,32,31,0,60,961,29.0,1,8.333333015441895,2.1202635765075684
34,0,1650,18,0,0,50,0,0.0,34,0,14,0,,55000.0,10,14,1,0,196,55.0,0,,
51,0,440,12,0,0,40,0,192.0,48,0,12,0,0,45000.0,33,30,0,24,900,35.01599884033203,1,8.0,2.079441547393799
30,1,294,11,0,0,45,0,0.0,28,0,10,0,,11500.0,13,12,1,0,144,11.5,0,,
33,0,378,13,0,0,42,0,384.0,29,0,13,0,0,27500.0,14,10,1,48,100,7.5320000648498535,1,8.0,2.079441547393799
38,,0,12,0,0,40,1,0.0,39,0,12,0,,17500.0,20,21,0,0,441,17.5,0,,
38,,0,18,0,0,45,0,0.0,37,0,18,0,,112500.0,14,13,1,0,169,112.5,0,,
47,0,577,18,0,0,60,1,0.0,26,0,12,0,,55000.0,23,8,0,0,64,55.0,0,,
40,1,700,14,0,0,40,0,479.0,36,0,14,0,1,45000.0,20,16,1,40,256,20.091999053955078,1,11.975000381469727,2.482821226119995
31,,0,12,0,0,60,0,0.0,30,0,15,0,,3000.0,13,9,1,0,81,3.0,0,,
46,0,300,8,0,0,40,1,600.0,39,0,13,0,0,0.0,32,20,0,0,400,0.0,0,,
36,0,170,10,0,1,40,0,0.0,31,0,12,1,,11500.0,20,13,1,0,169,11.5,0,,
37,,0,12,0,0,50,0,0.0,30,0,10,0,,17500.0,19,14,1,0,196,17.5,0,,
26,0,166,13,0,0,30,0,18.0,24,0,14,0,0,17500.0,7,4,1,4,16,16.56399917602539,1,4.5,1.504077434539795
